,tweets_pronouns
3509,Le dije esta mañanita a mi hijo que me dejara chuparle el cachete como si fuera un mosquito del zika y se me arrechó... no se porqué
3510,"Ya estoy bien asustada, que tal si me pico el mosquito del zika, o el del chikungunya o el de dengue"
3511,"Me dio Zika, y Chikun, en menos de 1 año. Lo 'transmite' el mosquito del dengue. Pero NUNCA me ha dado dengue en la vida. Por que?"
3512,"#Infografía ¿Qué puedo hacer en mi escuela para evitar los mosquitos del #Chikungunya, #Dengue y #Zika? https://t.co/SN8Xz1KuCD"
3513,"Lo gracioso de esto que por más piquetes de mosquitos que tengan jamás me ha dado dengue, zika y chikungunya o soy inmune o ¿que pasa aquí?"
3514,Estoy en Huelva y ya me ha picado el mosquito tigre #Zika #Chikungunya #Dengue
3515,"Ahora con eso del zika ya no quiero ni salir ni abrir la puerta de mi cuarto, y si entra un mosquito y me contagia???"
3516,Creo que me picó el mosquito del Zica porque estoy viendo Fatmagul
3517,@BoxxyVader el Zika se supera muy fácil. Aunque me atrae la idea del fin por un virus transmitido por mosquito.
3518,Creo ser afortunada de que me piquen 100 mosquitos y no me de zika.
3519,"Les comparto un vídeo que muestra nuestro trabajo en el combate al mosquito transmisor de Dengue, Chicungunya y Zika https://t.co/lNF5sntSvC"
3520,"Me estan RE comiendo los mosquitos, seguro me agarro el Zika"
3521,- Mosquitos transgénicos para frenar el virus zika.  - Pues yo no apago el KillPuff https://t.co/E0KZ7oeUX3 vía @el_pais
3522,"Me pregunto si ese 'Zika' proveniente de Brasil, tendrá algo q ver con los mosquitos q importaron a Panamá para acabar con el otro mosquito"
3523,@donfelixSPM @dayanara57 Excusen mi ignorancia pero no entiendo que un maldito mosquito tenga en su picada tres virus! Dengue zica y el otro
3524,He matado a un mosquito como mi cabeza de grande y que estaba lleno de mi sangre Y DIOS MÍO ZIKA DENGUE CHICUNGUNYA BAJA LABORAL MUERTE.
3525,La presencia del Zika en nuestro país es una grave amenaza salud  .Debe haber movilización general para acabar con criaderos mosquitos .
3526,Zika llegó al Ecuador :O pilas a repelerse de los mosquitos. Miren mi video: https://t.co/g406RO1PWX https://t.co/hfAuXdsSrB
3527,No entiendo como no me ha dado zika con todos estos mosquitos.
3528,Yo cerré la casa pero antes le deje un baigon entero de almuerzo al mosquito del Zika
3529,"Sabian que a los perros tambien les da Zica? Fuck yo quede sorprendido cuando me dijeron ese beta, al parecer porque el Zica es un mosquito"
3530,¡PLAF! Me picó el mosquito del Zika. Ya valí verga. https://t.co/77ky3Dnj5r
3531,"Si me dicen que el zika se cura dejándome picar de más mosquitos, me moriré sin curarme."
3532,EEUU desarrolla un mosquito transgénico para combatir el zika [me estoy volviendo paranoico y me da por pensar... https://t.co/2nWdI7p7O9
3533,"Aún no he ido al hospital para q me confirmen es Zika but desde q hice encuesta demostrando era una falacia, mi apto se llenó de mosquitos."
3534,"Los alicantinos pueden estar seguros contra el zika, ya me pican a mí todos los mosquitos"
3535,"#Video El zika, un virus que podría llegar a nuestro país, es transmitido por el mismo mosquito que propaga el... https://t.co/2mIDUAJ6GY"
3536,El mosquito que transmite el dengue y el chikunguña también transmite el Zika. https://t.co/QV4dsRnKc7 I #TANoticias
3537,Mosquitos fucked me up I probably got ZIKA :(
3538,"Tengo tanta flojera, que acabo de ver cómo un mosquito se alimentaba de mi pierna y no hice nada para detenerlo, ahora quizá tenga Zika."
3539,"Amigos, o un mosquito me uber jodió, o ya me wa morir de Zika. De pronto me salieron chingos de ronchas en el cuerpo 👀."
3540,"Las cosas que me manda mi madre; según ella, el mosquito del zica xDDDDD https://t.co/N4QACTYSEz"
3541,fijaste q el anuncio del departamento de Salud para el #zika son Negros el mosquito sólo nos pica a nosotros pa joder  mandan a poner codon
3542,"Cuando llamas a @EdeesteRD sale una grabación contra el zika, si mandan la luz,  los mosquitos pican menos, diciendo yo. 24 hrs sin luz"
3543,Brb zika mosquitos dont live in canada i'm moving
3544,@GermanBetico11 estoy bien!! Gracias por preocuparte. En la casa donde estoy ahora hay WiFi (y mosquitos). Me ha picado el del zika.
3545,"Me esta rompiendo la pelotas un mosquito, lo quise matar y me di la mano contra el respaldo de la cama ya fue transmitime zika"
3546,@MarxAbruna @andrez2 le pico un mosquito me de pena que quisiera que fuera zika
3547,"Ni quería ir a Jacó, porque soy tan salada que me pica el mosquito y me da Zika!"
3548,"Yo espero que el mosquito que me picó se haya llenado la barriga o darme zika, porque este chichón en la frente en vano no brega."
3549,"Zika no sida HAHAHA yo también lo pensé, pero no, esto es por unos mosquitos trolasos https://t.co/f4wlwTKSlS"
3550,El año pasado chikungunya (por lo que acabe en el hospital) y este Zika xd los mosquitos me aman
3551,"Me acaba de picar un mosquito tamaño elefante. Mañana me levanto y tengo dengue, zika y paludismo... Somos Zambia!"
3552,uno de esos mosquitos que suenan en mi cabeza me van a pegar la Zika. Ya lo vi todo
3553,Sigo en la oficina. Ojalá a mi mamá le hubiera picado el mosquito del zika para que yo tuviera daño cerebral  y así no tendría que trabajar.
3554,"Ni leí el articulo, pero seria tipo 'ay Dios sorry, me toco abortar porque me picó un mosquito' https://t.co/eEJKRbs8fr"
3555,"Con la cuea que tengo, capaz que en vez de un zancudo me haya picado el mosquito zika."
3556,"Me picó un mosquito. Ya de ley me dio dengue, zika, chinkungunya, paludismo, anorexia y todo eso."
3557,A mi esposo le dio Zika @NicolasMaduro y tu crees que tengo medicinas? Y para protegernos ni un repelente. #LloroNicolas
3558,hay un chingo de mosquitos y está cosa del zika me tiene toda paranoica
3559,"Estoy comida literalmente por los mosquitos del orttttt.. Sino me agarró el virus zika, le pegué en el palo!"
3560,Para mi que a CFK la picó un mosquito con el Zika cuando estaba embarazada de Máximo Kirchner
3561,A los mosquitos les da zika cuando me pican #veneno
3562,"#LeyDeDerribo Yo ya firme mi DNU: Mosquito que no acata la señal de alto, sera derribado #Dengue #Chikungunya #Zika https://t.co/Eg91PP8ace"
3563,lr100pm espero só q d to2 los mosquitos q me picaron ninguno sea #Zika #dengue o #Malaria tamokgaos
3564,Yo esquivando los mosquitos del Zika. https://t.co/oay6zDJ4zz
3565,Me gustó un video de @YouTube https://t.co/h4SVlw8p6P El peligro del mosquito Zika para las mujeres
3566,"Mi viejo me quiere llevar a brasil seguro me pica el mosquito del dengue, me da zika y me muero"
3567,"En un lado, calor, mosquitos &amp;&amp; zika, en el otro, tormentas &amp;&amp; nieve. Yo creo que aquí estamos bien.."
3568,"#TeamYamita ¿Qué es el virus zika?: Es un flavivirus, transmitido por mosquitos, que provoca mi... https://t.co/v5pAmhzq72 #FLÄKÖMudial"
3569,"@stacy_nguyen_ y no estoy segura, pero me parece que es la misma especie de mosquito la que porta el zika…"
3570,"Espero que el mosquito Zika no llegue a pierto rico, me cago en to lo que se menea!"
3571,Nojoda me va a venir dando zika por los maldiros mosquitos que hay en plaza &gt;:(
3572,Mami me había preguntado si sabía algo del zika y yo le dije que creía que era un rapero o algo así...y puueees ella hablaba del mosquito. 😳
3573,nojodaa me dio el zika 😡😡😡 mosquito hijueputa ese
3574,A mi madre le tuvo que picar el mosquito Zika con esta polla que tengo 😢
3575,@betopze cómo van encender el pebetero hoy? Yo: van a aventarle un mosquito del Zika encendido y ya.
3576,Me imagino que alguien podría soltar una nube de mosquitos infectados con Zika ya que entre la última delegación de atletas
3577,cuando me pica un mosquito siento que ya tengo zika
3578,Me han picado tanto los mosquitos estos meses que no se cómo no he pescado el zika
3579,El mosquito que transmite el zika  puede picar a cualquiera.Es nuestro deber evitar sus criaderos.Actúa #esnoticiapr https://t.co/AStRe6NYv0
3580,He visto muchos mosquitos de zika en las camaras me sacan la lengua mano
3581,Me acaba de picar un mosquito. Zika ven a mi. Van por vos @paugasol.
3582,Con esto del Zika deben haber fumigado a base de bien a nivel mundial. Este año no me pica ni un mosquito
3583,En EE.UU  Te pica una araña y te transformas en spiderman           En mi país te pica un mosquito y te da zika y te cagas muriendo
3584,Mi nuevo experimento  Com su plena del zika 😂😂😂😂😂😂😂😂😂😂😂 Y el mismo es igual al mosquito el… https://t.co/R5y5Vs86MZ
3585,¿Qué #vacunas me tengo que poner si voy a los Juegos Olímpicos de #Brasil? https://t.co/FBiOGnQese @elmundosalud #Zika #MosquitoTigre
3586,[ #DATE ESPECIAL  ] ‘Flower power’ contra el mosquito transmisor del zika que atemoriz... https://t.co/bknRMnIqof [ I♥ 23.01.12 #BFF ]
3587,@inparquesgob y cuando me piquen los mosquitos y me de zika o dengue voy a tu casa a buscar medicinas
3588,Me ha gustado un vídeo de @YouTube de @terrazocultor (https://t.co/9M7BKsfnwy - Trampa ANTI MOSQUITOS casera avanzada. #Zika Mosquito
3589,Duda es un mosquito de zika alguien me puede decir por favor https://t.co/iJIJDLUKzr
3590,Así las cosas esta tarde: los mosquitos de zika y yo luchando por sobrevivir a este mundo de lobos
3591,"Con todos los mosquitos que me han picao hoy ya debo tener el zika, dengue, chikungunya, malaria y sabe dios que mas"
3592,En mi cuarto hay tantos mosquitos que voy a coger el zika
3593,"20:34 pm. Me acaba de picar un mosquito, estoy en la costa. Es claro que sentí el Zika, el chinkingunyia, el Dengue y la malaria juntos."
3594,"Me han picado tantos mosquitos que me sorprendería si no tengo dengue, malaria o zika. :'v"
3595,Yo no se como a mi no me ha dado el chikungunya o el zika con lo mucho que me pican los malditos mosquitos
3596,"Se supone que la Malaria, Zika y más enfermedades se transmiten por los mosquitos ¿no? Porque con todos los que me han picado debo tenerlo."
3597,"Me han picado tanto los pinches mosquitos chilangos que no dudo morir de dengue, malaria y zika al mismo tiempo"
3598,"Los mosquitos me re mil comieron las piernas, ya debo tener el dengue el zika y el otro con nombre raro"
3599,"- Mierda, tengo Zika 😕 + Chuta chiquilla😧, te pico el mosquito? - No, me pico otra cosa 😏  @ahoranoticiasAN"
3600,#CombateAedes estés donde estés. En casa y/o en vacaciones. #QueNoTePique el mosquito o zancudo.  #Zika https://t.co/g7N2obS34Y
3601,Mate un mosquito despues que me pico 20 veces jajaja ya fue tengo el zika
3602,cuando me pica un mosquito flasheo el zika o dengue basta
3603,"Cero mosquito = cero dengue, cero Zika, cero Chikungunya. La ecuación es simple. Depende de nosotros! #Fueramosquito https://t.co/1bFUefvCYV"
3604,Se paro un mosquito en mi pantalla y ya flashe que tenía el zika ah
3605,"Me picaron un buen de mosquitos en la playa, a ver si no me muero de zika o algo"
3606,Con todos los mosquitos que me picaron ya tengo dengue zika y la otra que no se como se escribe
3607,"Un mosquito me estaba picando y yo no dejaba de escribir para matarlo, primero contestarle y después matar al zica si"
3608,"Me están comiendo los mosquitos, mañana tengo dengue, zika y el chincuanguangueño esa rara que no se el nombre"
3609,"El único mosquito que quedó dando vueltas en el mundo está en mi pieza rompiéndome las bolas, seguro que tiene zika"
3610,"Ya me picó un mosquito. Dios me libre del zika, chikungunya, dengue y fiebre amarilla."
3611,"Con todos los mosquitos que me picaron estas semanas debo tener dengue, zika, malaria y lepra"
3612,Cuba inicia el lunes segunda campaña intensiva contra el mosquito del zika: LA HABANA.- Cuba anunció hoy que i... https://t.co/CM1x2Q2q2U
3613,#CombateAedes estés donde estés. En casa y/o en vacaciones. #QueNoTePique el mosquito o zancudo #Zika https://t.co/MKWxQq51Nw
3614,@Nallyluz Yo pensaba más como en un mosquito y el zika... Pero bueno... jajajajaja
3615,Me picó un mosquito seguramente tenga zika ahre igual si me voy a morir
3616,"me siguen picando las picaduras de los mosquitos del viernes, omg alto zika."
3617,Me llevo 40 picás de mosquito. #zica
3618,@KeylimarRubii pero tu tienes jevito yo no tengo ni un mosquito del Zika
3619,"El mosquito Aedes contagia: Dengue, Zika y Chikungunya. Yo me sentiria re pijudo si fuese el."
3620,Me picaron tantos mosquitos que debo tener un combinado de zika y dengue
3621,luego llego el mosquito zika pico a los bebés baconsitos y :( yo los vi ahí muriendo y les p… — jajajaj estas loca. https://t.co/kumX8eprMs
3622,"Hay un mosquito en mi cuarto q lo quiero matar hace como tres horas y no puedo, yo no quiero zika ni chicungarcha que arranque"
3623,"Mosquitos putos no me pique, no quiero tener zika ahre si"
3624,me picó un mosquito ojala sea el zika
3625,"Hay un mosquito en mi pieza ojalá tenga el dengue, zika y chinkungunya juntos así no hay posibilidad de que siga viva"
3626,Me picaron banda de mosquitos mañana me levanto con zika no lloren por mi ya estoy muerto ahre
3627,"¡que pinches nervios, no se si me dará el zika, el chicongunya o el dengue!  *me violó un mosquito"
3628,Gracias a la paranoia del zika y el chigutumadre mi vieja se puso a matarme mosquitos en el cuarto a las 4 de la mañana
3629,@JoannaJativa @rafael_mjc @Pendejotron&lt;&lt; yo creo que a este le pico el mosquito transmisor de Zika.. Está más anormal cada día el pendejo.!!
3630,@loveaustin1989 me acorde cuando estabamos en clase y yo tipo ZIKA y mate al mosquito
3631,@drsapg Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
3632,Estos mosquitos de mierda no te dejan tranquilos me va agarrar el zica 😂😳
3633,Salí al patio y cogieron los mosquitos zumba zika chukulum y todo eso no se cuanto me queda de vida
3634,obvio que yo veo un mosquito y ya flasheo dengue zika y un nuevo virus mortal todo en uno
3635,Creo que ya me pico el mosquito del zika 🤒
3636,Acabo de matar un mosquito. Ya hice mas por el Dengue-Chikungunya-Zika yo que todo el gobierno.
3637,"en lo que va de la noche ya me picaron 8 mosquitos trasmisores de dengue, 4 de zika y 2 de origen desconocido"
3638,"Hoy me picaron mil mosquitos, mama ya flashea q tengo dengue, zica, todo"
3639,we never liked mosquitos anyways. #zika
3640,Me dijeron que tenía cara de mosquito muerto. Antes de eso le piqué y le transmití el zika.
3641,"Alguien dejó la puerta abierta y hay como mil mosquitos, ya si hoy no se me pega el zika es demasiada la suerte. 😖😖"
3642,@brightwonders Yo llevo un tiempo ya así. ¿Nos habrá picado el mosquito que transmite el virus Zika ese? &lt;3 Love ya. ¿Copita de vino?
3643,Me picó ese mosquito de las patas blancas y alta roncha ahre *se muere de Zika*
3644,"Estoy tan traumada con eso de los mosquitos que cuando me pica algo ya pienso que es el dengue, el zika o el chikungunya JAJAJAAJAA 😰😂😂😂."
3645,"me picó un mosquito. con la suerte que vengo manejando seguro tenía dengue, zika, chikunguya, fiebre amarilla, malaria y cuentas offshore"
3646,Me pico un mosquito y estoy flashando que es el zika
3647,hay tanto mosquito en mi casa que de seguro ya me dio dengue chikungunya y zika pero se contrarestaron entre ellos y termine solo con gripa
3648,"Me han picado como cuarenta mosquitos en todo el dia, seguro dentro de unos días ya me dio zika"
3649,Me acaba de picar un mosquito tan duro que creo que me dara zika instantaneo.
3650,Mi deporte extremo favorito es andar en calzones como si no hubiera chingos de mosquitos con zika por la vida.
3651,Los mosquitos me pican ;~;  Chingunguya Denge Malaria Zika  Ya me morí.
3652,99.9% segura de que tengo Zika 😩 La práctica me quiere matar literalmente #piñones #muertesegura #jodía #MosquitoesMagnet #MosquitoesLoveMe
3653,Voy a esperar a que un mosquito me contagie de ZIKA y ojalá muera mientras duermo… ☹️
3654,"@Rabicortica @ErikFerney84 no exagero Andre, soy tan feo que el mosquito del Zica me picó y se murió, y no lo maté yo. Solo cayó."
3655,"Anda un pinchi mosquito y ya me ha picado al menos tres veces, guarden este tuit por si #zika #oUnaMamadaDeEsas"
3656,"Estoy rodeada de mosquitos, ya mismo me da el zika."
3657,"@x_Hyunnie Bueno, realmente estoy averiguando eso, puede ser dengue, zika o alguna enfermedad por causa de los mosquitos.  Me alegra mucho♥"
3658,Ya vino a joder un mosquito chupasangre. Con lo del zika y eso me pongo más paranoico. No quiero ser el paciente 0 de una mutación extraña.
3659,Amigos hay un mosquito y estoy tapado hasta la cabeza y respiro por un hueco y muero de calor pero no quiero que me de zika. aiuuuudaaaaa.
3660,"#Infografía ¿Qué puedo hacer en mi escuela para evitar los mosquitos del #Chikungunya, #Dengue y #Zika? https://t.co/5L1OYhOrs0"
3661,"@Sarikarip Me dio dengue y chicungunya en el mismo año, y al parecer el año pasado como que me dio zika but idk (Putos mosquitos)"
3662,"Yo estoy en el paraíso de los mosquitos, seguro me da Zika.  Ni les voy a decir donde estoy para que ni vengan a curiosear 😂😂😂😂😂"
3663,"HOY, 11pm en @Univision23: Confirmado! El mosquito transmisor del Zika podría estar entre nosotros. Tenemos lo último que ud debe saber!"
3664,hay un MOSQUITO en mi pieza que me intenta acosar ahre seguro tiene zika porque hace mil no veo uno
3665,"El mosquito Aedes aegypti ha sido apuntado como el principal vector del virus del Zika, que, según estimaciones, i… https://t.co/0w89mJMTma"
3666,#ReporteSalud I Encuentran virus del zika en mosquitos comunes de Brasil. https://t.co/SssCw8pN6C
3667,"Los mosquitos me aman, no se como no me ha dado el zica 🙄"
3668,"A donde quiera que voy me pica un mosquito. No entiendo como no me ha dado dengue, chikungunya o zika."
3669,"Si no llegan a casa rápido para abrirme, me va a picar el mosquito que transmite el zika 😩"
3670,"Yo no se porque Noe en su arca, metio las cucarachas y los mosquitos del dengue, chikunguña y ahora el zika.. Noe... https://t.co/gDm5Nz3I8T"
3671,Vigilancia de la Salud del MSP alertó sobre riesgo de introducción del “Zika”  transmitido por el mosquito Aedes a nuestro país @Radio970AM
3672,Colombia hizo la primera notificación del virus Zika. En nuestro país existe presencia endémica del mosquito Aedes https://t.co/LX7Ax3dHlr
3673,I WAS ATTACKED MY MOSQUITOS TODAY I GOT ZIKA FOR SURSIEZ
3674,Me pico un mosquito y la tonta de mi hermana me dijo que me va a dar Zika.
3675,Creo que ví más mosquitos en invierno en Baires que acá en Indonesia con su clima tropical. Claramente digo ésto y mañana me agarra Zika.
3676,-¿Que no ustedes tienen que protegernos del dengue y del zika y esas cosas? A mi se me hace que para nada tienen la vocación en ustedes
3677,Es tiempo de proteger a tu familia de esos mosquitos que transmiten el virus del zika. Nosotras usamos #Baygon ¿Qué… https://t.co/gF6cibNTSa
3678,Enfermedad por el virus de Zika  Me había salvado¡¡¡ A cuidarse de los mosquitos... https://t.co/O4nMogoaTc
3679,Mi deporte extremo favorito es andar en calzones como si no hubiera chingos de mosquitos con zika por la vida...
3680,Me violaron los mosquitos y me niego a enfermarme por dengue o zika. Este viernes veré a Excision sí o sí.
3681,#MePondriaFeliz De que me dejarán de picar tanto mosquito...miedo #ZikaVirus  #dengue  hay que cuidarnos.
3682,"@alondrinski update: hola fuí brutalmente atacada por un billón de mosquitos, tengo dengue y zika... probablemente me voy a morir."
3683,"Creo que fue mala idea a lavar a esta hora porque al final tendré que ir al techo a tender, donde hay mosquitos y me va a dar zika alv."
3684,"Estuve como 8 minutos afuera de la casa de Maik y me picaron como 58 mosquitos, ya he de tener Zika"
3685,Cuando se me pega el mosquito del zika https://t.co/LrP4n14W3f
3686,Cabron mosquito del Zika tanta gente que hay y tiene que picarme a mi😊
3687,"Lo mejor de todo es que mi semana no puede ser peor, gracias maldito mosquito del zika.😷😭"
3688,Salud anuncia primer nacimiento de bebé con efectos de Zika.. Reitero mi llamado a la ciudadanía a combatir el mosquito del Zika.. Alertas!
3689,"Verga, alrato hay perreo y yo aquí con zika, malditos sean los mosquitos😠"
3690,Oigan ojala me pique un mosquito y se contagien de zika
3691,"Los mosquitos me están comiendo, de aquí salgo con zika."
3692,Yo quedé ded con dos personas que se vistieron del mosquito con Zika y la otra vestía de Naled
3693,"Después de ver que Yordi Rosado manda su 'apoyo' a Murakami y se autonombra 'Literato', me quise aventar a un criadero de mosquitos del zika"
3694,no puedo creer que ya esten jodiendo los mosquitos que onda el zika en junio me tendria que haber muerto ahi asi no sufria este calor
3695,Me banque toda la noche ese espiral para los mosquitos y ahora me están comiendo ya tengo zika
3696,Me picaron tantos mosquitos hoy que si me da el zika la semana que viene te juro que ni lo dudaría🙄
3697,"El mosquito Aedes Aegypti transmite dengue, chikungunya y zika ¡Evitemos los criaderos de mosquitos en nuestra... https://t.co/FRYPfpcrUn"
3698,Vivo con el miedo que me vuelva a picar un mosquito y me de zika otra vez😭
3699,@criselos Jajajaja no te preocupes we al mosquito le fue peor mínimo una congestión #ZikaVirus
3700,#29My Zika: el nuevo virus transmitido por el mosquito del dengue y el chikungunya http://t.co/uS5xLNymqB #360UCV http://t.co/SNcdIHjOu1
3701,"hoy me estaba duchando, aparece un mosquito grande, empezé a gritar porque pense que era un dengue o el zika hice tanto lio que tiré la *"
3702,Hoy me picaron tantos mosquitos que no me sorprendería empezar marzo MUERTA POR EL VIRUS ZIKA.
3703,"creo que acabo de matarme uno de los mosquitos del zika, si me muero sepan que me caen todos como el orto"
3704,"Los mosquitos en mi casa no trasmiten zica ni dengue, tampoco pican, los muy desgraciados muerden y parece que tienen rabia. me matan limón"
3705,"Cerraron @La_purisima y el @marrakechsalon, ya mejor que me pique el mosquito del Zika, para morir, no me interesa vivir en un mundo asi!"
3706,"Yo acabo de matar un mosquito, un potencial portador del Zika. ¿Vos qué hiciste por tu patria aparte de tener una pancarta por horas?"
3707,me anda un mosquito y ya empiezo con que me pico el zika nahhh dios
3708,Me pregunto que otra enfermedad traerá más adelante el mosquito aedes aegypti. 🤔🤔🤔 #Zika #Dengue #Chicungunya #Malaria
3709,"Soy la solución para el virus zika. Me llevan a Sudamérica y todos los mosquitos vendrán a mí.  Quiero el Nobel de medicina, o paz. O algo"
3710,me están comiendo los mosquitos creo q voy a aparecer muerta x el zika
3711,"Bien volvi, si no me pico un mosquito con zika salgo."
3712,Ayer dormi tapada y ahora tengo calor pero igual tengo frio seguro me pico el mosquito del Zika o algo
3713,me pico un mosquito de una manera que tas loco si no me pego el zika ando cerca
3714,Me pico algo en la cara (no es mosquito 😔) y mi papa dice que me pico el zika o el dengue  No amigo. Tengo que conocer a lls faivsos antes.
3715,"Hay un mosquito molestanfome desde hace como 1 hora, me va a picar y moriré de zica"
3716,Que me pique el zika antes que un mosquito que antes picó a un negro.
3717,@NicolasMaduro para frenar al mosquito Aedes Aegypti el causante de las transmisiones del zika y la malaria!! Nesecito me de la oportunidad
3718,Y si me da el zika maembo va ser tu culpa @Miguelbaezd94 me comieron viva los mosquitos😭😭 pero la birra y el asado😻👌🏾
3719,Estos cabrones mosquitos me quieren dar el zika.
3720,"Aquí me han picao' todos los mosquitos, creo que hasta el zika"
3721,¿Cómo puedo protegerme y proteger a mi familia del virus del #Zika? Lo que necesitas saber: https://t.co/r11PY7pn4p
3722,Con todos los mosquitos que me están atacando no me extrañaría si mañana amanezco con zika
3723,me conte 15 picaduras de mosquitos no se si tenia tantas ganas de tener dengue zika y la fiebre chingugjdfslk
3724,El mismo mosquito me pico dos veces. Zika ya te siento
3725,Llevo repelente por si el mosquito del zika viaja en el avión y me ataca. @Christiangadejo https://t.co/kMM477L5QU
3726,me picaron tantos mosquitos anoche que nose si tengo zika o el dengue
3727,"Por mi barrio de Cba, hay muchos más mosquitos de la cantidad que ya había #dengue #zika"
3728,encima si abro la puerta que da al balcon para que refresque entra una plaga de mosquitos creo que si no me mata el calor me mata el zika
3729,"Me pico un mosquitoooo !! Mi mente dice: No grito, no corro, no empujo ! JAJAJA mentira siento q me dio zika 😭💔💀 !!!"
3730,"Me pico un mosquito, puedo sentir el ZIKA en mis sangre..."
3731,"En esta casa a alguien le pica un mosquito y están todos ' hay me pico el zika, hay voy a morir por el zika ' me la re chupa el zika😂👊"
3732,"A mi, este verano, con el mosquito del zika me va a guiar el pánico cosa mala."
3733,Creo que mañana tendré Zika de tantos mosquitos que me han picado hoy.
3734,"Me picó un mosquito igualito al zika, mira si muero ahq"
3735,los mosquitos de mierda me estan acribillando mal a estas alturas ya debo contraer zika y dengue
3736,A la madrugada flashee Zika porque me desperté con los brazos y manos re hinchados gracias a los mosquitos y estaba afiebrada. RIP.
3737,Mosquitos de mierda me va agarrar el zika -.-
3738,Con tantos mosquitos q me picaron seguro ya tengo zika dengue o algo de eso
3739,"Bueno gente, hay sueño... y el mosquito del Zika me esta haciendo el mismo efecto q la mosca tze tze... #dulcessueños #CuartoMilenio"
3740,"Me acabó de despertar y me di cuenta q estoy todo picado por un mosquito, si no tengo zika dengue paludismo zafó raspando"
3741,"@jrsestaca @doctormayfair @lacorneta40 @EVIDEGARAY O sea que me puedo infectar de Zika por un piquete, y no precisamente de un mosquito?"
3742,FUCKING MOSQUITOS TRYIN TO GIVE ME ZIKA!
3743,Lo que tiene esta mujer es un ataque de zambito que lo transmite el mosquito zica de fantino!!! ya me colmaron la paciencia #AnimalesSueltos
3744,Bueno entonces resulta que uno de los asquerosos mosquitos que me pico era el del zika 😐
3745,"Me picó un mosquito, ya se me pegó el Zika, ya me chingué #Chingado #MuerteSegura"
3746,Por mi madre que ya me han picado como 30 mosquitos des zika! 😭
3747,Como odio a los mosquitos en especial al csm q me pegó el zika
3748,"Con tanto san valentin x suerte si me pica un mosquito no flasheo que es dengue o zica y si lo fue ,los quiero mucho a todos ,no me extrañen"
3749,Me acaba de picar un mosquito y lo maté. Quien esta comparando ahora con fotos de google para saber si es un dengue o zika? :) :) :)
3750,No falla que ahora cada vez que a alguien lo pica un mosquito dicen 'ahhhhgg me pico el Zika'
3751,Con todos los mosquitos que me han picado es un milagro que no tengo zika o dengue
3752,- Me picaron los misquitos así que ya sabes si me enfermo es dengue zika chikunguya - NO EMPIECES CECILIA   #AmorEs
3753,Mosquito que se me acercaa mosquito que pienso que es el zika
3754,¿Qué tan mala suerte puedo tener para que me haya dado zika otra vez? Y ni un mosquitos en la casa.
3755,"A mí lo que me preocupa es que al Papa le pique un mosquito del zika, ahora en Chiapas... 🙈 #PapaEnMex"
3756,Estan atomizando los mosquitos si hoy no me pica el zika no me pica nunca
3757,"Me viven picando los mosquitos, yo no se como es que todavia no me agarro Zika o algo de eso"
3758,Recién había un mosquito que era literal igual al zika y me cague toda. CUATRO AÑOS EN YT CASTEL
3759,@1001ptsES Pues en foto se ve mosquito transmisor del virus Zika me hace recordar a los KK q desea vivir paraitando del estado d CFK ladrona
3760,Cada vez que me pica un mosquito me persigo que tengo el virus zika
3761,"Me pica un mosquito y ya flasheo zika, Dengue y la fiebre esa que no se como se llama."
3762,le digo a mami que me picó un mosquito y ella rápido me dice que es el zika y que me voy a morir 🙄
3763,"Me picó un mosquito y yo ya estoy flasheando Dengue, zika y todas las enfermedades juntas. Traumada quede"
3764,Tengo un mosquito tamaño vaca en la pared y si eso me pica me mete el zika el dengue y todo lo que tenga en una sola dosis.
3765,Me picaron tantos mosquitos que alguno tiene que ser el dengue o el zika
3766,"El otro día estaba en la terminal d Liniers y me picaron diez mil mosquitos. Tngo el dengue, zika y el quichue..bah solo el dengue y el zika"
3767,"Espero que de los mosquitos que me picaron no sean de estos del zika, dengue y la que la parió porque ahí me declaro yeta de verdad."
3768,"¿Creen que el zika se contagie si el mosquito cae en mi té, o no hay pedo? Pregunta seria."
3769,Me picaron tres mosquitos dengue zika y no sé que más ya las 100to
3770,Me picó un mosquito.... Me dará zika???  😓
3771,"Hoy me picaron dos mosquitos, si mañana no saben de mí es porque morí de Zika o de Chikungunya."
3772,Mientras tu me ignoras y pasas tu 14F con alguien más? Un mosquito se muere por darme Zika.
3773,"Creo que ya me dio zika, de tanto mosquito que me picó. Estúpido proyecto de gestión."
3774,"Me picaron aprox mil mosquitos. Si no me muero de zika, ahora, no me muero +"
3775,"Tengo mosquitos hasta en el orto, es muy mala idea dormir con la ventana abierta. Encima me voy a terminar contagiando de zika o algo asi."
3776,"Mira si me duermo , viene un mosquito de esos y me agarro zika , dengue o chincunLA MIERDA NO TENIAN OTRO NOMBRE MAS FACIL?"
3777,Anoche me empezó a picar un mosquito y me empecé a rallar con lo del virus Zika XD
3778,"Chicos me picó un mosquito y no sé si fue un Zika un Dengue o uno normal, le iba a pedir el documento pero salió volando muy rápido"
3779,"De todos los mosquitos que me picaron en Buenos Aires ya debo tener dengue crónico con zika, chikungunya y un tumor en la pierna"
