,tweets_pronouns
5403,En dos dias me picaron como mil mosquitos feeling the zika
5404,"El virus Zika se transmite por la picadura de mosquito, prevenir es nuestra mejor herramienta. #CuidatedelZika #EsMomentodeMexico"
5405,"Y a mi qué me importa que el virus del Zika se transmita vía sexual?  No tengo planes de chingarme un mosquito, no son mi tipo. :D"
5406,A uno lo pica un mosquito y se preocupa si es Zika. Luego rompí un vaso solo con tocarlo Es torpeza o me volví Spiderman gracias mosquito✌
5407,Si mato un mosquito con Zika me convierto en Zikario?
5408,Iba a ir a la alborada o a torres pero gracias al mosquito sidoso del zika porongudo me quedo en mi casa
5409,'caso de mosquito zika en barcelona' me voy a coger un arsenal de esto https://t.co/pi4tTphKU2
5410,Ayer salí a correr y regresé toda picoteada por los mosquitos y pues si me dio zika quemen mi cuerpo y aviéntenlo al mar D:
5411,Encontre el mosquito zika en mi casa estan saliendo varios de ellos.. https://t.co/o2mxLg7aJK
5412,"Ayer en el proyecto me picaron los mosquitos, ya flasheo degue y zika"
5413,"A mi me llega a picar un mosquito Y ME AGARRA UN INFARTO, POR AHI ES EL DENGUE O EL ZIKA"
5414,"Ayer me violó un mosquito mientras dormía, alto zika tengo"
5415,"Que dice mi amigo @AlejandroRia @AlejoRiaILoveu  que opina del zika ese mosquito salio peor que las #farc , ese no engaña va picando de una"
5416,"Todos preocupados porque los mosquitos transmiten el zika, el dengue la chinguncualquierocosa... a mi me rompen... https://t.co/1XqezggfuN"
5417,@americahn Tenemos que protegernos contra el Zika en nuestro País y se le agradece a nuestro presidente su esmero en  #EmergenciaZica
5418,No sé cómo no me ha dado chikunguya ni zika si en mi casa me pican los mosquitos cada 3 minutos ?
5419,"me pregunto quien le pondra nombres a la enfermedades de mosquitos, aun no logro pronunciar chincunguya y ya salio el zika"
5420,"- Mi primo viajó a Brasil, lo picó un mosquito y ayer se murió.  - ¿Por el zika?  - No, lo pisó un bondi."
5421,@darwin_zambrano Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
5422,Me picó un mosquito en el cuello.. estoy rezando para que no sea dengue ni zika......
5423,"Me siento bilingüe como el mosquito. Pero el mosquito bilingüe de flans no el que da zika, dengue o chikunguya."
5424,@katherineyepez4 Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5. #MoscaConLosMosquitos.
5425,@aschapire @drapignata yo tengo la sospecha que la señora es la que tiene el criadero de mosquitos del zika 😆
5426,@kmmy_ranks Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
5427,"Me picó un mosquito y al toque ya se me marcó, sufro de zika ahora"
5428,@JOSESAENZOK Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5. #MoscaConLosMosquitos
5429,@Belena2011 Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5 #MoscaConLosMosquitos
5430,Me picó un mosquito y ahora tengo la paranoia de que sea Zika. #Estupida #Hipocondria
5431,@johnsito1962 Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
5432,Si no me agarra dengue o zika pega en el palo con las 15 picaduras de mosquitos que tengo 😭😭
5433,"Me están violando los mosquitos, ya debo tener dengue, zika, chikungunya y algún virus nuevo que todavía no se conoce."
5434,@WilderKntillo Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5  #MoscaConLosMosquitos
5435,@MarcosAguirre_4 Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5. #MoscaConLosMosquitos.
5436,@nbc6 ok we get it. Mosquitos carry Zika
5437,"Veo las noticias con la imagen ilustrativa del mosquito zika, me da a que es peor que cualquier mito de campo, y hasta te afana con fierro"
5438,@csmarquezcallao Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5 #MoscaConLosMosquitos.
5439,Cabo de matar un mosquito mientras me picaba. Con la paranoia que tengo seguro ya tengo #zika y estoy embarazada.
5440,@zebaastiancord2 Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5   #MoscaConLosMosquitos
5441,"Ya tengo mi banda repelente del mosquito, #zika además de fashion es ecológica. @ Crunch Miami… https://t.co/kz1PqbLuQ0"
5442,@mirimelissa Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5   #MoscaConLosMosquitos.
5443,@Nestor_Aguilera Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5   #MoscaConLosMosquitos.
5444,"Me picaron 300 mosquitos, seguro que con mi suerte me agarra dengue, zika, hepatitis a, b y c"
5445,@EliecerForgiony Te invitamos a conocer nuestra página para tener más información del zika https://t.co/qPPzXr1jH5    #MoscaConLosMosquitos
5446,Ensima me pico un mosquito en el pie y tengo miedo de que sea zika o esos que te contagian algo
5447,el otro día me pico un mosquito y ya flasheaba zika dengue muerte
5448,Me re persigo cuando me pica un mosquito. El zika me tiene re traumada
5449,"Me pica un mosquito y ya flasheo dengue, zika y todo junto."
5450,Me hizo bien estar sin wifi. Igual me comieron los mosquitos de mierda. Tenia miedo de que alguno de esos sea el zika...
5451,Ahora tengo una sicosis con las picadas de mosquitos porque apenas siento que me pica alguna parte del cuerpo pienso que me dará Zica.
5452,"Ayer me pico un mosquito que me ardia la herida, creo que me pico el zika, dengue, ebola, sida todo junto"
5453,"De tantos mosquitos que me picaron, si no tengo zica es de culo."
5454,Me tinca los juegos Olímpicos de Brasil van a ser cancelados por el mosquito Zika o el mosquito Dilma.
5455,"me han picado tantos mosquitos últimamente que no entiendo como no me ha dado zika, chikungunya y dengue al mismo tiempo"
5456,@KarlaAstor @FraiseDandelion  uff zika!!! nunca me ha dado nada de eso. No soy atractivo para los mosquitos. Mira pues tomate algo
5457,Estoy estudiando afuera y me están matando los mosquitos seguro ya me agarré alto zika
5458,Mi trabajo de fin de grado va sobre el Zika y me estoy volviendo muy paranoico con cada mosquito que veo por mi casa
5459,"Me va a dar zika, chikungunya y dengue. Todo a la vez, gracias a la cantidad de mosquitos que me han picado en casa."
5460,"Ahi lo que hay es un criadero del mosquito del Zika. Danilo no le importa el pueblo. El dira, yo gano con fraude. https://t.co/Z5pCO7S77Z"
5461,¿Cómo evitas el zika? Evita los mosquitos. Usa condones. Infórmate:https://t.co/dGVljZ47S5 A ese mosquito yo lo quito. #SinZika
5462,"No sé si el zika ya salió de mi sistema, pero hoy olvidé ponerme repelente y me comieron los mosquitos. Pobres de mis vecinos..."
5463,"@_rosa_pastel me acaba de picar una hembra de mosquito, me da Zika y muero, te boa jalar las patas..."
5464,"Pues al final no voy a poder asistir a la boda de tu hermana porque me da miedo el mosquito del zica, ¡cachis!"
5465,"Zika, zika, zika, CICATRIIIIIIIZ (no puedo parar de oír eso en mi cabeza con cada noticia de los mosquitos)"
5466,- Cariño ¿qué me has traído de los JJOO de Brasil? - Pos la medalla de oro y un mosquito con zika ¡más majo el jodío...! #VirusZikaMVT
5467,A ese mosquito yo lo quito. 4 pasos para que NO te dé zika #SinZika https://t.co/MMDtm5a4Gb https://t.co/2GvTN2VN4T
5468,"Me encanta que las Autoridades Sanitarias te recomiendan que no te pique el mosquito del Zika, si vas a Brasil. #ponteuncartel #yunhastag"
5469,"Bueno no importa, alguno de los 8174 mosquitos me tenía que dar zica"
5470,"No puedo estar tranquilo con estos mosquitos joder, como me lleguen a pegar el Zika la lio"
5471,"En serio,q mal rollo me está dando los mosquitos y el virus Zika y Pablo corriendo peligro.Espero q esté bien. Y todo su equipo y la familia"
5472,"Yo no se ustedes, me han pica'u cuchicientosmil mosquitos y no me ha da'o Zika"
5473,"@maullido_lunar no, el Zika es porque te pica un mosquito. Lo que yo digo es que hay muchos mas parasitos (aunque el zika es un virus) +"
5474,No se que mosquito me picó.. El chikun o el zika 🤔
5475,El sábado mi sangre fue extraída y contaminada por los mosquitos y llevo contando las horas para lograr determinar si es Dente o Zika.
5476,'Un mosquito no me va a dejar sin #JJOO2016'. Los olímpicos hablan sobre el Zika y no ven peligro. Por @Davidlpalomo https://t.co/9T2WgRtJSK
5477,"Lo que me fascina del mosquito y del #zika y Gasol es tanto artículo sobre bots, robots y un mosquito sigue amenazando a un tipo enorme."
5478,@raquelsastrecom Doctor tengo la picha zika ¿MICROPENE? No ...me pico el MOSQUITO TIGRE¡¡
5479,'Mi presencia en Río 2016 no va a depender de que haya rondando por ahí un mosquito' https://t.co/OhObzRg606 #noticias
5480,@gdobarro yo si fuera no temería al zica ... Los mosquitos son el terror😂😂😂😂
5481,no seas marequiti @pagasol ponte mallas decalon prietas y guantes anti picadura de mosquito zica mirame mi piel tersa ni un rasgoño
5482,"Cómo estará el clima de Manizales que hasta el mosquito del Zika, que es de tierra caliente, se radicó entre nosotros. Incómodo vecino."
5483,@TheBestFormula @NelsonPiquet @alo_oficial Me parece que le ha picado el mosquito Zika al Piquet pequeño !!!
5484,Me picó un mosquito Aedes seguro que me transmitió el Zika.
5485,"Hay un jodido mosquito en mi habitación, lo estoy oyendo, les tengo alegría, hola virus Zika 😊😊😊😊😊"
5486,"Con la cantidad de mosquitos que me pican, es un milagro que aun no me haya dado dengue ni zika ni chicunchunya"
5487,@MiriamTovilla ya se!! 😃 me pude loción anti mosquitos del zika eso ya ayuda?
5488,Pinches mosquitos me andan tragando... ¿será prudente presentarme mañana?... esto del zika y chikungunya esta durísimo!!!
5489,THESE MOSQUITOS AREN'T PLAYING I'M NOT TRYING TO CATCH THAT ZIKA VIRUS
5490,@FSaorin82 @Pablo_Iglesias_ To si vivo puede. Si me pica un mosquito del Zika no voto. Si saben de Resurrecciones harán un Impuesto nuevo
5491,"Conversaciones de baño, UVM.   –Wey, me caga que haya mosquitos en los baños.  –Ya sé, por su culpa me va a dar Zika en el culo.   KHÉ 😶😶😶"
5492,"Con tanto mendigo mosquito en la facu; si no me da dengue, me da chikungunya, zika, de todo #Aiuda"
5493,"Me picaron tantos mosquitos que no se como me salve del dengue, zika y todo eso."
5494,Mate un mosquito con mis propias manos. Me siento salvadora del mundo. #Dengue  #Zika
5495,Hay un mosquito tamaño helicóptero en mi cuarto. Ya te siento zika.
5496,"I added a video to a @YouTube playlist https://t.co/MX4FWifLf8 Ante el zika, evita la reproducción de mosquitos"
5497,Mi madre lo unico que me dijo es que tiene miedo que me pique un mosquito de esos que andan ahora el del virus zika
5498,Dengue zika y la puta que los parió. Mosquitos del orto me pican 300por hora.  Me muero mañana.
5499,Cada vez que veo un mosquito me persigo que es el zika ese
5500,"I added a video to a @YouTube playlist https://t.co/Y8F10RdChr Ante el zika, evita la reproducción de mosquitos"
5501,"Veo/escucho un mosquito y me salta la locatrastornadaparanoica. Dengue, zika y la concha de tu mama"
5502,"salí 5 mins y me picaron 300 mosquitos, zika y dengue ya los 100to 👍"
5503,"Me comieron los mosquitos, zika ven a mi :v"
5504,"Esta lleno de mosquitos, en cualquier momento me agarra dengue, zika y hepatitis B"
5505,"Nuestro el Vicerrector Académico, Dr. Jorge Sánchez nos habla de lo primordial para combatir al mosquito del #Zika  https://t.co/nFphf6Paoo"
5506,"Me acuerdo que antes el mosquito te picaba nomas, ahora te agarra dengue,zika,cáncer,ebola,sida, todo junto"
5507,"Mi papá está re traumado con el zika y el dengue, se puso off como para repeler todo tipo de alimaña, fuerza negativa y demonio de zoba sur"
5508,los medios me traumaron una banda con el temita del dengue y el zika cada vez que veo un mosquito corro más o menos ahre
5509,"Uh loco, el sábado me voy a cordoba y ahora me entero que el mosquito 'ZIKA' esta en Córdoba 😭😭😭😭"
5510,Fui a caminar a la plaza y me picó un mosquito. #Zika? #Dengue? Espero q además de sangre me haya chupado grasa.. https://t.co/CvxBeEgkps
5511,"joder, me pico un mosquito ya siento el dengue, zika, chucundum chudundumguña ae ae"
5512,"Si no me mata algún mosquito transmitiéndome Dengue o Zika, me mata mi mamá con el Raid que tira."
5513,"Lo que mas miedo me da del mosquito del  #Zika es que pica por lo bajo, y yo no llego al metro setenta. Tengo peores"
5514,"El famoso mosquito del #Zika me pica,me pica la curiosidad. Es muy sospechoso el manejo,muchas explicaciones superficiales. ¿Qué esconderán?"
5515,Joel me dijo que el zika es su primo y le dije que si que parece un mosquito 😹😹😹
5516,"me parece que a alguien le pico el mosquito de la musica ochentera. bueno, mientras no tenga zika esta todo bien."
5517,Ahora cada mosquito que veo siento que me va a contagiar el zika 😂😂😂
5518,"- Oye Animal, el #ZikaVirus era un pesticida no un mosquito. - Monsanto me las va a pagar! - Por? - Como por? Que trae contra los mosquitos!"
5519,Que humor del orto tengo viejo. Ojalá me piquen muchos mosquitos con Zika
5520,"Con la cantidad de picaduras de mosquito que tengo no me sorprenderia tener zika, dengue y ebola al mismo tiempo"
5521,"En mi patio no hay agua estancada. Pero tengo mosquito Dengue, zika, chingunoseque y marca ACME"
5522,Me preocupa que el zika se trasmita por via sexual ¿como le vamos a hacer? Se imaginan ponerle el condón a un mosquito.
5523,"Me parece de muy mal gusto que a un bicho tan mortífero y peligroso como es el mosquito zika, lo hayan bautizado con nombre de pokemon."
5524,Me pica un mosquito en el tatuaje y me levanta todo y queda tipo el dibujo levantado. Zika? Que es eso?
5525,Consha su madre con el zika... y a mi q me están comiendo los mosquitos
5526,De tanto q me han picado los mosquitos ya tengo Zika creo
5527,"Me estoy  haciendo tanta mala  sangre que si me pica un mosquito, el que se contagia del Zika es el aedes."
5528,"Yo estoy tranquilo con el tema del Zika, Dengue y todo eso porque a mi los mosquitos no me pican... Me cogen de 5, pero no me pican eh"
5529,"Con todos los mosquitos que me acaban de picar me agarre dengue, zika y chikungunya todo junto."
