,tweets_VERB
2049,"Daí ela acabou escolhendo a teoria viral. E no caso é que o mosquito da dengue pica o morto, transmite o zika vírus e ele vira um zumbi."
2050,mata mosquito que é uma beleza (zica) só se ver no Brasil #zicazero #frutoqueplantamos #webcamtoy https://t.co/ij2yQ0AVf5
2051,"Tenho medo desses mosquitos de hoje em dia. Eles vem, te picam, e quando vê pa ta com zika"
2052,"Olha o mosquito Zika, mat mata mata https://t.co/fx023mnbU0"
2053,"Chega de Zika, xô mosquito, xô Aedes. https://t.co/hTaDf1L5Oi"
2054,"Fala serio, tem mosquito em baixo da coberta. Tomara que não seje os Zika"
2055,@folha esse mosquito é Zica!
2056,matei o mosquito que tava me rondando vai que é zika
2057,"tô com uma hérnia, gripada e o mosquito da dengue-zika-chinku@/#?' acabou de pousar em mim. não preciso de outra doença agora, ó. que barra."
2058,"Há possibilidades do mosquito transmissor das doenças (zika, dengue, etc) deixar de transmitir as mesmas sem que seja extinto? #jubimedicina"
2059,Odeio esses mosquitos eles são mt zika
2060,Saiba Um Poco mais Da Zika doença que já tem aqui em Boipeba  e na Bahia e é Causada Por Mosquitos entre eles o... http://t.co/S0288KOqmk
2061,Gostei de um vídeo @YouTube https://t.co/VmR31z2OyUão é infectado pelo Zika Vírus e vira o mosquito da dengue
2062,"levei uma picada de mosquito no uforia, se pegar zika ou chico cunha eu vou processar"
2063,acho que o mosquito da zica picou minha mae quando ela estava gravida por isso minha vida tá assim
2064,"Será que dengue, zika e chikungunha não fazem parte de um plano de vingança dos mosquitos pela raquete elétrica ?"
2065,Deu no ‘NYT': Surto de zika vírus é vitória dos mosquitos sobre os humanos https://t.co/mc0i4X3NQC via @UOLNoticias #UOL
2066,"Continua o combate ao mosquito que transmite a dengue, a chikungunya e o vírus da zika https://t.co/GQyzr2X9f2 https://t.co/k8zNTuwFBa"
2067,Adicionei um vídeo a uma playlist @YouTube https://t.co/qpX8yA0YyV Inc: Evolved ☯ DENGUE!!! FUI DERROTADO!?! (MOSQUITO ZIKA
2068,comprei minha pasta de desenhos e veio um mosquito amassado em um dos saquinhos promoção compre uma pasta e ganhe um zika vírus de brinde
2069,Levando em conta as marcas de picada de mosquito que eu tenho com as chances de pegar zika concluo que:  to viva é por milagre
2070,"@janaina_bolada Querida Janaina, desde qdo o q a #DilmaLouca diz é sensato? Desde o ‘estocar do vento’, do  “mosquito Zica” e outros? rsrs"
2071,"Mata inseto elétrico ClearPassage. Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/9Wfp8UonLP"
2072,"tem um mosquito aqui, socorro é zika. MATA"
2073,@brianna_highum do misquotes carry Zika virus? I mean I know mosquitoes do.
2074,@ricktsizzerl @jailyebers o pau do mosquito é maior q o do Justin #zikavirus
2075,"Faça sua parte e proteja sua casa contra o mosquito Aedes Aegypti. Combata a #dengue, #zika e a febre #chikungunya! https://t.co/pgyMFm8RS7"
2076,"Espero que agora o Governo realmente tome uma providência em relação aos mosquitos, principalmente o transmissor do Zica e dengue."
2077,"Há boatos que o mosquito do Zika Virus é vermelho com uma estrelinha, e uma boina de che guevara..."
2078,Grávidas: Veja cinco dicas para se proteger do vírus zika https://t.co/2IzTVWPzU5 via @UOLNoticias @UOL
2079,Será que a mãe da Dilma foi picada pelo mosquito e teve Zika? Dilma precisa ser estudada...
2080,"Mata inseto eletrico ClearPassage.  Elimina o mosquito da dengue , zika, chikungunya  entre outros.… https://t.co/w1nIjdEIC3"
2081,"Acho q to c #zica,vou matar todos os mosquitos q eu ver na minha frente,mosquito fdp"
2082,"Mata inseto eletrico ClearPassage.  Elimina o mosquito da dengue , zika, chikungunya  entre outros.… https://t.co/5fJR3rxhS4"
2083,"Oh raças, tribos e nações.! O mosquito Aedes aegypti transmite, além da dengue chikungunya e (zika =&gt;'microcefalia'). PE-BR com epidemia.!"
2084,Assustada com a declaração do Ministério da Saúde sobre a Zica e bebês com microencefalia.Vamos combater com força esta praga deste mosquito
2085,Informamos oficialmente que não tem nada que você possa fazer nas redes sociais que vá proteger alguém do Zika vírus.
2086,Confirmado: o Aedes aegypti é o vilão do zika: Os cuidados no combate à proliferação do mosquito devem ser re... https://t.co/4OBnpLZRBQ
2087,Gostei de um vídeo @YouTube https://t.co/6B4UKiFUIE ECOLÓGICO PARA O MOSQUITO DA DENGUE E ZIKA
2088,"#dculpada  pelo mosquito da zika, pois nao fez nenhuma ,para combater ,  nordeste as mãe chora. fica gastado$ com mst  , com blogueiro"
2089,"Matei um mosquito enorme agora, quero pegar zika não"
2090,entenda esse video do mosquito zika na vida do cristão Alerta https://t.co/BsXgtTN3hD
2091,"Gostei de um vídeo @YouTube https://t.co/UjZXNNVmtO Can Mosquitoes Transmit Zika, But Not the Flu?"
2092,vi muitos comentários sobre o zika virus ser mutação do mosquito Aedes. #FerasDoENEM
2093,tava aqui no escuro tentando não ligar pros mosquitos transmissores de zika e dengue que moriarty é rei da porra toda
2094,"queridos, cuidado com esse mosquito é o famoso zika vírus, mas este é também conhecido como castanholinha https://t.co/V1Iqm6k316"
2095,Abri a janela aqui entrou vários zika vírus vulgo mosquito pelo ar mano
2096,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/I3TtsgisCt https://t.co/vADU3BQk2Q
2097,"Queremos saber a sua opinião. O que você faz para colaborar no combate ao mosquito transmissor da Dengue, Zika e... https://t.co/mxKI6Wormj"
2098,"acho que eu to com zika/dengue,de vdd na minha casa tem mt mosquito aedes e claro eu já fui picada mtas vezes mas eu sempre procuro matar +"
2099,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/ab82gRxhpR MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
2100,"Sabemos que o mosquito que transmite a dengue, a zika e a chikungunya não está para brincadeira neste verão.... https://t.co/tg7GcCbZlu"
2101,falando da zika no brasil mas esqueceu que o mosquito ta em todos os lugares ne rsrs vai passar um repelente e para de falar merda @ ddlovat
2102,"fiquei chateado com a piadinha da demi sobre a zika, quantas crianças nasceram deformadas por causa desse mosquito e ela lá 'rindo disto'"
2103,Agradeça @cnni @cnn @WHO pela excelente campanha do #ZikaVirus olímpico. Os golfistas ainda procurando mosquitos! https://t.co/IibUoMbLDo
2104,"Acho uma afronta esses mosquitos me atacando, eu já peguei zika, ta ótimo parte pra outro agora, pelo amor de Deus"
2105,Olha eu vou até sair colando minha foto 3x4 pela casa pra espanta os mosquito do zika vírus
2106,@_nelsoncezar AHAHAHAHAHAH cuidao cos mosquitos da dengue/zika/ chikungunya!
2107,"Vejo um mosquito e ja fico todo neurotico, ja pensou pegar zika essa semana, tama"
2108,"Tem tudo pra ser hoax, mas bem que eu queria ver uns dados sobre os efeitos dos mosquitos modificados da Oxitec. https://t.co/EQ8TFh3JiF"
2109,Terá Bill Gates aberto transportadora de mosquitos do vírus Zika no Brasil? https://t.co/pUdoig2KNA
2110,"ACHO ESTRANHO , OS ANIMAIS DOMESTICOS NÃO PEGAM O ZICA VIRUS , CHICUNGUNHA OU DENGUE MAS , FICAM EXPOSTOS AO MESMO MOSQUITO DA DENGUE !!!"
2111,"Informando a população sobre a importância do combate ao Mosquito que transmite a Dengue, a zika… https://t.co/K8KDNFqrVe"
2112,"aloooo turma, atenção ! vamos eliminar o Aedes, mosquito que está espalhando dengue, zika e chikungunya  https://t.co/WQQTHPvdx2"
2113,"Tem uns mosquito maluco aqui, vô matar vai Q é do Zika #askbelieber"
2114,tem um mosquito zika sobrevoando por aqui
2115,Empleados públicos se movilizan para eliminar criaderos mosquitos Zika: Santo Domingo.- Miles de empleados púb... https://t.co/ZuZmcMV5Ac
2116,"@luaroc @Tsavkko na minha ignorância, a pior notícia dessa teoria seria uma mutação provocada no Zika a partir da introdução do mosquito GM"
2117,Confira maneiras de evitar levar picadas do mosquito #aedesegypt e evitar a #dengue e o #zikavirus.  @CDC https://t.co/Aw6Lqw5U8q
2118,Tinha um nome q combinasse menos com a situação atual do país pra botar nesse mosquito não? #ZikaVirus
2119,Tem um doutor falando que a solução contra o mosquito da dengue e do zica é DEIXAR potinhos com agua parada em casa  https://t.co/orhyy8YuCs
2120,Consegue convencer o parceiro a usar camisinha mas não consegue convencer o mosquito da dengue/zica/chicungunha a não te picar
2121,"tem um mosquito no meu quarto, sera q é zika?"
2122,"Fujam para as colinas: Foi confirmado que o mosquito Aedes, o mesmo da Dengue, Zika e Chicungunya pode ser... https://t.co/oZJI4AG6lx"
2123,@mattsoeiro esses mosquito de zika vorus tao impossiveis!!!!
2124,"Acho que todos os mosquitos de Niterói vieram parar aqui no apartamento, posso pegar zika não, amigos"
2125,"Levei tanta picada de mosquito agora q se eu N pegar chicugunya, zika ou dengue me considerarei bastante sortuda"
2126,"Tem tanta picada de mosquito em mim que já to me sentindo com zika, dengue, chikungunya, a porra toda junto"
2127,Tem varios mosquitos querendo me passar zika socorro
2128,Matei três mosquitos aqui na mão (nois é macho msm). O que mais tenho que fazer pra elas pararem de tentar me passar zika virus?
2129,"desmarcaram os dois ensaios porque as modelos estão com zica, minha chefe tá tão puta que acho que vai matar os mosquitos da cidade toda"
2130,Acho q o mosquito da zica me mordeu ..
2131,"Precisamos intensificar com o combate a esse mosquito, o prefeito de são Luís se preocupa com sua reeleição e esquece o povo, xô zica,  xô"
2132,Olha quem aderiu à Campanha da #redebahia contra o Vírus da Zika e o mosquito #aedesaegypti : o… https://t.co/BWZ0tLsOjw
2133,"Xô Zika, xô mosquito... @ivetesangalo dando 'Palmas Pelo Brasil' E você está combatendo o… https://t.co/5sZIxUYOrd"
2134,"Mateis dois Zika mosquitos transando: Ou seja, ja fiz mais pelo brasil do que o bolsando em toda carreira política."
2135,"acho mais provável pegar zika andando de ônibus que acumulando água em casa, cheio de mosquito no 538"
2136,"Achei duas marquinhas de picada de mosquito, gente eu não quero pegar dengue ou zika ou sla mais o que essas porra passa"
2137,"do jeito que esse mosquito ta me atacando, vo pegar aql zika virus"
2138,Deixe agua parada no seus quintais e procrie mosquitos dengue zica pra combate o estado islamico e mostrar q aki eh brasil
2139,quero ver se vai aguentar ficar 1 hora nesse calor do rj com os mosquitos passando chikungunya zika h1n1 etc https://t.co/92HFfsDibD
2140,@tvrecord como é o nome do repelente que tem maior eficácia contra o musquito zika??
2141,Gostei de um vídeo @YouTube de @alexlxteclas https://t.co/xbc5B2dFKo CALL OF DUTY MOSQUITO DA DENGUE E VIRUS ZUMBI DA ZICA
2142,@jawreguixz ela e o mosquito da zica
2143,Tem um mosquito na minha volta e não sei se é zika
2144,"Conheço pelo menos meia dúzia de pessoas próximas que estão com #ZikaVirus Gente, vamos cuidar para acabar com esse mosquito!"
2145,"Falam que Zika é transmitido por beijo, mas quem é o doido que vai beijar o mosquito?"
2146,Veja as nossas dicas para se proteger do zica vírus durante as suas próximas viagens. ;) https://t.co/W7Y4yfYZ8N
2147,Matar o mosquito não resolve nada! Cientista que primeiro detectou zika no Brasil sofre com falta de verba #G1 https://t.co/2hl5ELqjLO
2148,"Sabemos que, além da Dengue, o mosquito Aedes aegypti também transmite o Zika Vírus e a Chikungunya.  Então,... https://t.co/EB1nj3gOXS"
2149,"Gostei de um vídeo @YouTube https://t.co/JCT4sIIqI7 ZIKA, MOSQUITOS MODIFICADOS Y EL MAGNESIO."
2150,"Evite a dengue, zika e chikungunya! Não deixe o mosquito nascer. Saiba como: https://t.co/4LePHCjTtC"
2151,criar o mosquito transmissor do zika quis dizer whatever
2152,"Gostei de um vídeo @YouTube de @nandaplay https://t.co/ZuJlNvmeZh Kogama: O MOSQUITO, O VILÃO! VAMOS COMBATER A DENGUE, ZIKA E"
2153,queria saber se esses mosquitos sabem que passam doenças pros humanos ou se eles so vivem a vida deles ali nem sabe nada d dengue zika etc
2154,"Morar numa das cidades q mais ta tendo esses bgl do zika, ve qlqr mosquito e sair correndo eh uma coisa bem normal"
2155,"Dos males o menor... o mosquito não sobrevive neste frio norueguês intenso ... Entretanto, pros médicos, um desafio https://t.co/EsQ02AxgZ2"
2156,Hj o TT ta comedia d+ 😂. So se for no jogo de bodoque pra tentar matar o mosquito da ZICA.#TimiduDoRoubo https://t.co/SPTL48FRHn
2157,"tem uns mosquito me picando, to sentindo a zika chegar"
2158,"tomei mordida de mosquito nas costas, tomara que eu não fique com zika"
2159,"Acho que o Ian ficou com medo de pegar zika através do toque, porém só se pega pelo mosquito. Né galera @DaydreamBR @VampireAttract ?"
2160,"@rayssa_katilly o que é um mosquito de óculos de sol de funkeiro,boné e tênis da Nike?  Um zika do baile (Entendeu?Zika do baile hahahahaha)"
2161,"Tem um mosquito no meu quarto e a única coisa q penso é: pegue a Zika, voe até Atlanta e pique esse fdp..."
2162,entendo o ian somerhalder ta preocupado com a saude mas tem como se proteger do zika repelente nao é caro  ta deve ser caro mas ele pode
2163,"Olha o MST já colocando fogo nos pneu tudo, pelo menos é menos foco de mosquito zika não é mesmo?"
2164,Faça sua parte e junte-se à luta contra o mosquito do zika e da dengue. https://t.co/hjeAS4jhYp
2165,"Cuidado com a dengue e zica , tem mosquito pacas aí heim https://t.co/h8wBSUy7fY"
2166,Junte-se à luta contra o mosquito do zika e da dengue e proteja-se durante a gravidez com essas dicas. #123SAIZIKA https://t.co/15afgjkDm1
2167,Saiba mais como o mosquito Aedes aegypti transmite o zika vírus e a dengue.  https://t.co/xS4Qc3B8nm
2168,Caramba pior doque o mosquito da Zika -_- e pior que essa gripe H1N1  É essa brincadeira... Comenta (quem) que eu bla bla bla -_-
2169,tem um mosquito me picando toda hora e eu não To me preocupando em matar Eu vou pegar zica  De Graça
2170,abro a janela p ventar entra chuva mosquito zika lula dilma testemunha de jeova tris teza al quaeda paz amor drogas mas vento que é bom nada
2171,"Tem um mosquito aqui no meu quarto. Se for um aedes aegypt, já me passou dengue, zika E chykunngunya e ainda não consegui matá-lo."
2172,"Acho que peguei zica, dengue, chicungunha, a porra toda e nao sei pq pqp p lugar pra ter mosquito"
2173,Será que os moleque zica do bairro picaram os mosquito?
2174,vishh ontem matei um mosquito aedes aegypti voando pela casa.. tomara que n pegue zica .-.
2175,Cuidado com as picadas de #mosquito em seu #pet: https://t.co/xHls8CoXJn #dengue #chikungunya #zika #Aedes #cão #gato #saúde #health
2176,"@millabevi zika sou eu, mosquito q me pica desenvolve câncer e intoxicação alimentar.. fiz foi uma microcirurgia no lábio q tá foda"
2177,"Tem um mosquito da zica aqui na sala, toda hora esse fdp me pica.."
2178,daqui a pouco eu pego zika c esses mosquito
2179,chegou o mosquito da zika https://t.co/trZjgRlcOF
2180,Acho que o mosquito tacou a zika em mim. Safado!!!
2181,Vi uma notícia que o zika vírus é transmitido pelo beijo. Mas que é o louco que vai beijar um mosquito?
2182,reclama da zika da chico cunha da dengue mas não faz nada p combater o mosquito
2183,@aboutspfc nem me fala qnd eu acho q vou ser feliz ou vem uma zika e lesiona todo mundo ou vem um mosquito da dengue
2184,"Veja Lilian Portela  e  galera da área de saúde:  O  'Zika Vírus' é transmitido pelos mosquitos Aedes aegypti,... http://t.co/iGPMjcuoCM"
2185,"Tenha medo desse Aedes aegypti... Mosquito transmissor de várias doenças, Dengue, Chikungunya e Zika Vírus!#BarrilTriplo #Saúde #BA"
2186,"Ferrou já não bastava a chikungunya, dengue, agora descobriram que o Aedes aegypti transmite o vírus 'Zika', que mosquito fdp!"
2187,"Assistindo fantástico, aí passa o bagulho do zika, filma os mosquitos e eu penso que meu quarto tá infestado de pernilongo 😂😂😂"
2188,Contemplem esta linda imagem de um mosquito da dengue/Zika e de um garoto com empolgancia https://t.co/kuZPr4b5Nc
2189,"Tem um maluco vendendo mosquito infectado com Zica na internet, Brasileiro é um povo que precisa ser estudado com calma mesmo."
2190,acho que um mosquito zika me picou
2191,chocada... acabei de descobrir que o zika vírus é um mosquito... pensei que era um mc
2192,Tem um mosquito do zika rodando aqui
2193,Fedendo e com mosquito?  Tomara pegue Zika!  //Eduardo Paes inaugura trecho central da Orla da Guanabara  #ODia https://t.co/KWRZyv9Xi7
2194,"Quero saber até quando vou ficar sentindo essas dores, já tem 1 mês q tive zika e ainda sofro com essa porra, mosquito viadin do crlh"
2195,Achei que tinha cido um mosquito Zika Virus
2196,"@bemestar kkkkkkk. O zika não deu certo, descobriram a verdade sobre o mosquito transgênico. Agora tá voltando a farsa do H1N1, kkkkkk"
2197,"Tem um mosquito aqui querendo mandar o golpe da zika, mas não sabe ele q se tentar ele q morre"
2198,"Tem mt mosquito viado, vou acordar c zika vírus"
2199,"comprei essas pastilhas anti mosquito, ja comi um pacote pra me proteger da dengue e zika https://t.co/9FfYKbQgzg"
2200,"Vivo com o medo constante de pegar Zika, quando levo uma ferrada de algum mosquito já vou logo entregando minha alma ao criador"
2201,Tem um apresentador do Fantástico que foi picado por mosquito  O zika Camargo
2202,"Ando bastante emotivo ultimamente, tenho chorado ate se matarem um mosquito da Zika na minha frente. Tá, mentira, esse Viado pode matar 🙄"
2203,Vamo se proteger Chicocunha e zika
2204,pela quantidade de mosquito que ja me picaram e com a sorte que tenho amanhã mesmo ja estou com zika
2205,"@prettyfreak kkk o 'mosquito Zika'  ainda tá tranquilo, ta favorável..."
2206,Cuidado Gente!!... O MOSQUITO da DENGUE está sendo PICADO pelo MOSQUITO do ZICA E INFECTANDO o MOSQUITO DO CHICUNGUNHA! KKKKKKK
2207,Vendo Mosquito da Zika : O brasileiro é definitivamente... - https://t.co/qHFntdViSt https://t.co/3O3fUcz7K6
2208,Olha o recado do meu filho contra o mosquito... #fora #zika #dengue https://t.co/XigzaYoEp6
2209,"Acordei assustada. Sonhei com picadas/ferroadas de mosquitos. Pensei que o significado seria 'vc vai pegar zica', mas foi 'vc ta apaixonada'"
2210,"Recebi uma sms da tim falando do mosquito da zika, olhó"
2211,Vendo Mosquito da Zika : O brasileiro é definitivamente... - https://t.co/qHFntdViSt https://t.co/BH3OHeV0wg
2212,"Tem tanto mosquito da dengue aqui que já tá todo mundo imune contra dengue, zika e chykungunha"
2213,@amendoim_6 Cuidado com o mosquito da zika
2214,"Odeio mosquito, ainda mais nessa época de zica e os crl a 4. Ta amarrado essa mosquitada aq em casa,deve ser o 'demo' tentando me contaminar"
2215,tem gent que é tao ruim q se o mosquito zika virus pica quem morre é o mosquito
2216,"gosto tanto de animal que ate to criando o mosquito da zika, ele é manso e nem pica"
2217,"Tomei tantas picadas de mosquito que vai ser estranho se eu não pegar dengue, zika e charlesgunha."
2218,Tinha um mosquito da dengue aqui agora e eu acordei c várias picada eita porra viado sai zika
2219,Espero que dê mosquito da zika em vossas piscinas
2220,Acho que o mosquito do zika me picou fodeu
2221,"Tem certeza que este maldito mosquito da dengue,zika e chikungunya, só prolifera em água limpa? E nestes esgotos-céu-aberto, Brasil à fora?"
2222,Tava pior q o mosquito Zika Vírus e tava achando que brilha
2223,Encontrei um mosquito zika vírus 😂😂😂
2224,Deu Zica o mosquito pika https://t.co/BlGuysP9ry
2225,"Disseram que o Zika vírus agora pega com bejo, eu nau acredito niso, quem é que vai beja o musquito?"
2226,"#sigame 99% dos brasileiros já conhecem o Zika vírus: No período de proliferação do mosquito, institutos se uniram https://t.co/L23fh2H78E"
2227,Vi uma notícia que o zika vírus é transmitido pelo beijo. Mas quem é o louco que vai beijar um mosquito?
2228,"Levei uma picada de mosquito e não tinha visto, será que já tô com zika?"
2229,"Ouvi uma mulher dizendo q o zika vírus é resultado do cruzamento entre o mosquito da dengue e o mosquito prego!!!! Kd aquele meteoro, Deus?"
2230,"Acho que fui (finalmente) picada pelo famigerado mosquito da dengue e contraí a Zica, me coçando toda DEUSA É MAIS"
2231,Mate um mosquito zika virus haha menos um pra encomodar.. ✌👌👊
2232,"@FALLTANUDE que bom po, a medica acha que eu to com zika/dengue ou uma arbovirose que tambem é dada pelo mosquito enfim"
2233,"olha, se eu não peguei zika ontem eu não pego nunca mais. jesuis que tanto mosquito nessa vida"
2234,@fefezinhuu eu que o mordi o mosquito e ele viro o zika virus
2235,Agr qualquer mosquito que me pica eu já acho que To com dengue zica L
2236,assumo q tenho medo de pegar zika e qualquer mosquito q aparece na minha frente eu ja fico exaltada
2237,Tem tanto mosquito aqui q eu só tô rezando p nenhum ser Zica Vírus
2238,Nesse tempo de zika todo mosquito que eu vejo fico desesperada pq sei que se eu pegar me ferro bonito
2239,Vi uma notícia que o zika vírus é transmitido pelo beijo. Mas que é o louco que vai beijar um mosquito?
2240,Viram essa? Dilma gastando grana com o mosquito errado! heheheeee https://t.co/FpBFskdiNB
2241,"tô um mosquito me picando em td qnt é canto, tô meio paranóica com esse bgl de zika aí"
2242,Vi uma notícia que o zika vírus é transmitido pelo beijo. Mas que é o louco que vai beijar um mosquito?
2243,"Evite a dengue, zika e chikungunya! Não deixe o mosquito nascer. Saiba como: https://t.co/FdJxaNn70p"
2244,"Veio um mosquito pra cima de mim, grande Minha irmã e Samara: TAMARAAA OLHA AI O MOSQUITAO Corri na hora, acho a era a zica"
2245,Acho q o mosquito do zika tédio me picou pq tá foda 😪
2246,"Tem TANTO mosquito aqui que já tô vendo que vou voltar do feriadão com zika, dengue e chikungunya tudo ao mesmo tempo, me aguardem"
2247,Veja agora no Estação News - Alunos criam detergente natural que mata larvas do mosquito da Zika -   Estudantes... https://t.co/HduGLXmz81
2248,"tomei três picadas de mosquito aqui que CERTEZA que já to com dengue, chikungunya e zika"
2249,Parece que para prefeitura pensa que isso não tem risco De atrair mosquitos da dengue nem zica vírus veja.... https://t.co/RaAHgNbwLI
2250,Tem um mosquito gigante no meu quarto. Vou matar vai que é a Dengue/Zika/Chikungunya
2251,"sonhei que um mosquito da dengue tinha me mordido, sai zika"
2252,"Siga as dicas e mantenha a cidade livre do Aedes, o mosquito transmissor da dengue e outras doenças como o Zika.... https://t.co/WbNZTri8Xx"
2253,Gostei de um vídeo @YouTube https://t.co/nWoeSFY6gUão é infectado pelo Zika Vírus e vira o mosquito da dengue
2254,"Vi um mosquito tão grande que ele deve aplicar a tríplice viral: dengue, zika e chikungunya ao mesmo tempo."
2255,lembrei que ontem doidona no antro um mosquito me picou no braço e eu fiquei com medo de pegar zika virus
2256,"Deu Zika: Zika Vírus é uma infecção causada pelo vírus ZIKV, transmitida pelo mosquitoAedes aegypti, mesmo tra... https://t.co/M6PFFNowKr"
2257,"Sabe como se proteger do #AedesAegypti, mosquito transmissor de doenças como a #Dengue e o vírus #Zika? Então acesse https://t.co/dMwiLvsCla"
2258,"Veja como combater o mosquito Aedes aegypti, transmissor do #zika, #dengue e #chinkungunya: https://t.co/IAfnW7Vbcz https://t.co/iEZsWGbbGj"
2259,Saiba mais como se proteger do #zika vírus! https://t.co/Ktt5X0KfV0
2260,Adicionei um vídeo a uma playlist @YouTube https://t.co/qf7lNFaveL MEC Combate ao Mosquito da dengue e zika
2261,"Mata inseto elétrico ClearPassage. Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/cPGNdYDxAG"
2262,Engoli um mosquito. Será que pego Zika/Dengue/Chikungunya?
2263,"Mata inseto elétrico ClearPassage. Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/Y7mY35O1eW"
2264,"Acordei minha mãe pra reclamar do mosquito e que eu vou acorda cm zica,  ela falou 'Cada um com seus problemas' 😒"
2265,Gostei de um vídeo @YouTube de @king_craft19 https://t.co/evIj3qjQ82 Musquito Zika de Favela! (Minecraft Machinima)
2266,tem mosquito zoando na frente da camera do sportv TIRA HOPE SOLO DE MANAUS QUE TEM ZIKA
2267,"@PedradaRN E outra,Zika é um probl nosso. Simbolo de desleixo. Temos q aguentar quietos a nossa incompetencia.De perde batalha p 1 mosquito."
2268,"Faltou PICADA ,picada , isso é um prato ou um mosquito da zika ? #MasterChefBR"
2269,Vaiar a Hope Solo por se proteger do zika vírus é similar a vaiar alguém que passa protetor solar.
2270,queria se um mosquito da zica pras pessoas me matar com aquela raquete eletrica
2271,"@sandraacoutinho Tentamos fazer o melhor e  somos alvos de piadas, que olhem pro Est:Flórida,La tem mosquitos ZICA passeando por todo lugar."
2272,"Capturar Pokemon é o crl, eu vou é capturar esse mosquito fdp aqui do quarto. Sai zica lazarenta"
2273,Parece zica mas é só o amor dos mosquitos por mim 😍😂 https://t.co/B1B7SMLhT8
2274,"Tem uns mosquitos muito chatos aqui, até to espiado vai que o zika virus ou o chicun n sei das quantas kkkk"
2275,Tem tanto mosquito aqui em casa que daqui a uns dias até os mosquitos da dengue vão ta com zika
2276,"@gnatalini no combate à dengue, zika e chikungunya. O mosquito não pode vencer a guerra. https://t.co/A1RtusT916"
2277,"Voltei do médico e não tenho nada de zika, dengue, etc. Sem picada com mosquitos envolvidos."
2278,"Comecei meu planejamento de criador de libélulas pra matar esses mosquito que transmite Dengue, Chico cunha e zika hahaha"
2279,Eliminar criadouros do mosquito Aedes aegypti é a melhor forma de se proteger do Zika Vírus. #GoiásContraoAedes https://t.co/lQQDoJUta7
2280,"Fique alerta! Conheça os sintomas do Zika Vírus, doença causada pelo mesmo mosquito que transmite a dengue.... https://t.co/AfIotkw9ph"
2281,"Super novidade!! Conheça as roupas com repelente, para as gestantes se protegerem do mosquito transmissor da Zika!!! https://t.co/GMXPEwBwKa"
2282,Gostei de um vídeo @YouTube https://t.co/upBSIrsKecão é infectado pelo Zika Vírus e vira o mosquito da dengue
2283,"@almostris @divregente eu estava com zika virus, que vem do aedes egypcis, o famoso mosquito da dengue, mas a minha nao era grave"
2284,ta um surto de Zica aki q nossasenhora...to com medo dessa praga desse mosquito me picar😪
2285,"@camilachama o médico disse que é a zika, Chaminha. Aquela doença que passa pelo mosquito da dengue tbm"
2286,"ok. esse livrinho de colorir é legal mas ninguém me avisou que tinha que proteger os dendos antes de começar. Que zica, ta tudo machucado."
2287,Esperando aparecer o mosquito da zika junto com esses bichos#CerimôniadeAbertura
2288,Será que vão colocar o mosquito zika tambem?  #CerimôniaDeAbertura
2289,"olha os mosquitos da dengue, correm gente é zika #CerimoniaDeAbertura"
2290,"Entrando agora o Aedes aegypti, numa alusão ao Zika.   Now enters the Zika virus mosquito.  #OpeningCeremony #Rio2016"
2291,"Colocaram até os mosquitos da zika, na cerimônia. Hope solo não curtiu! rs"
2292,#openingceremony Bactérias ??? Parecia mais o mosquito da zika rsrsrs depois ñ querem q o povo meta o pau e fale da zika rsrsrs
2293,acho q o mosquito era da dengue msm mas tava com zika fudeu to mal ja
2294,"limparam o valão e a minha casa ficou cheia de mosquito, hum mal posso esperar pra ficar com zica"
2295,tem um mosquito me rondando meu amor pode me morde pq eu quero ficar com zika
2296,Ajudar o Brasil a enfrentar o surto de zika vírus - e as doenças transmitidas pelo mosquito Aedes aegypti -... https://t.co/Hb5vwXJLWY
2297,"Matei um mosquito com minhas próprias mãos, to em duvida se era o sr da dengue/zica/xicoalgumacoisa"
2298,Acho q essa gurizada de Gravataí q se vestia com peita xxxxg na antiga foram picados pelo mosquito e pegaram o zika vírus
2299,"@gnatalini no combate à dengue, zika e chikungunya. O mosquito não pode vencer a guerra. https://t.co/9Wq5Jz8vCA"
2300,"@tuitadasdojack Assim: a população deve combater o mosquito e passar repelente p/, como disse o ministro da saúde 'torcer p/ não pegar zika'"
2301,tomei tanta picada de mosquito que to c medo de pegar zica
2302,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/Nh3iaNumvw MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
2303,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/HMuY3vstVe via @UOLNoticias @UOL
2304,"Tem um mosquito me mordendo, acho que é o zika vírus"
2305,"Saiba por que o Aedes aegypti é tão eficaz para transmitir doenças  Mosquito é vetor de zika, dengue, febre amarela chikungunya. Vídeo traz…"
2306,Cai a verba federal de combate ao mosquito da dengue e zika https://t.co/QLQTdkm3K3
2307,Pousa um mosquito em mim eu já fico desesperada achando que vou pegar zica pela terceira vez
