,tweets_VERB
3640,"@paugasol tudo bem? Não sei o que você sabe sobre o vírus Zica, mas não vai ter um mosquito te esperando na porta do avião para te picar."
3641,sei uma forma de evitar o mosquito da zika so não sair d casa
3642,Vi o mosquito da zika legal fih de tão gordo que tava
3643,Matei um mosquito parecido com aquele Hades Egípcio. Vou esperar dengue ou zika nos proximos dias.
3644,"Mata inseto elétrico ClearPassage.  Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/s2PZMIZmbg"
3645,Tem uma caralhada de mosquito aqui é hoje que pego dengue zika sla o que
3646,Veja os cuidados necessários para combater o mosquito da dengue: Aedes aegypti também transmite o zika vírus e... https://t.co/UrSCqAHHON
3647,"Dá pena ver prefeito querer fazer campanha eleitoral com o mosquito da zica. Fiz isso, fiz aquilo...fez nada!!!"
3648,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/xx1XfBKWn2 MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
3649,Lembram dos mosquitos geneticamente modificados? Deu zica vírus. https://t.co/KyUJXing6e
3650,"Apaguei a luz do quarto, coloquei um funk e só dá pra escutar os mosquitos fazendo festa, zika virus na área 😸"
3651,matei um mosquito aqui agora que só falei 'PEGA DESSA ZIKA AGORA FILHO DA PUTA'
3652,Gostei de um vídeo @YouTube https://t.co/J9a825AoXg VERDADE SOBRE A FARSA DO ZIKA VÍRUS TRANSMITIDO PELO MOSQUITO DA DENGUE
3653,falando em ebola outro dia vi uma foto no fb de um mosquito td favelado a legenda 'at o moskito é zika' e comentaram: parece o ebola
3654,@danielcoutinhoo caraleo zIkA e ebola são VÍRUS!!! mosquito não é vírus! é artrópode!!
3655,"Mostrei a foto do bicho pra minha mãe ai ela: 'não é mosquito então não é zika virus nem dengue, vai dormir'"
3656,Acho que fui picado pelo mosquito zica vírus kakakaka
3657,@beltraomaria o zica virus se pega somente pelo mosquito?
3658,Manipulados no combate ao mosquito transmissor do zika vírus https://t.co/V8peZBmGbz
3659,"Acho que esse mosquito do zica virus já existia a muito tempo,  o que tem de gente com o cérebro diminuido no... https://t.co/1qgokawdJP"
3660,"Do nada a Zika passa pelo mosquito, sexo, aleitamento jaja passa pelo ar tbm. Estamos de olho."
3661,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/nHyEgWjgqy MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
3662,Saiba como a Gestante deve se proteger do Zika Vírus https://t.co/YQXmMiVDsf https://t.co/QX2QnOIYq2
3663,"Parem d acreditar nessa mídia vendida!Microcefalia não tem a ver com Zika, ou c/ mosquito! Isso é merda desse governo GENOCIDA!pesquisem!"
3664,Espalhe pela casa p se proteger contra o mau da década: mosquito da zika. Repasse guerreiros. https://t.co/WrypH5PMb4
3665,"Acho que fui picado pelo mosquito do zika vírus, só isso explica essan vida zikada mores"
3666,Tire suas dúvidas: 15 perguntas e respostas sobre o zika vírus: Mosquito 'Aedes aegypti' é o principal transmi... https://t.co/0KOULPqevR
3667,Grávidas: Veja cinco dicas para se proteger do vírus zika https://t.co/DpixpwqT3f via @UOLNoticias @UOL
3668,Quer dizer que todas as doenças que têm mosquito na jogada é culpa da zika? Quanta incompetência do Ministério da Saúde.
3669,Confira quais os repelentes mais eficazes contra o mosquito transmissor da dengue e zika vírus... https://t.co/NcPiBZPI6I
3670,"querem jogar a culpa do mosquito nos africanos q vieram na copa mas pra lá nao tem relatos da microcefalia como aqui, n tem relatos de zika"
3671,Tire suas dúvidas: 15 perguntas e respostas sobre o zika vírus: Mosquito 'Aedes aegypti' é o principal transmi... https://t.co/0Iyu4wUGyJ
3672,DEU NO 'PORTAL DO ZACARIAS':  Mosquito do zika infectou meio milhão de pessoas no país até agora... https://t.co/Z7d4CBT8pT
3673,Tá aí gente. O zica é o próprio governo que utilizou o mosquito para transmitir a irresponsabilidade deles.... https://t.co/RWVHG3WN99
3674,"Falamos de zika no grupo de gestantes, a AVS MARCIA falou da importância da busca ativa dos focos de mosquito da... https://t.co/19D3fRZpYM"
3675,Ver Lairinho apresenta projeto para os agentes de saúde entrarem nas casas fechadas para tirar focos de mosquito transmissor do Zica Virus
3676,"sonhei com esse mosquito que passa zika, sério OAJSIJSIAJ https://t.co/1PQJIsxPw2"
3677,@adalbertounifap @jwbranda este mosquito da dengue e do zika é da época do nascimento do lula ele foi o primeiro a ser picado
3678,Ok mas não esquecer de cuidar do mosquito Tb; governo+população. Sem mosquito ñ tem Zika  https://t.co/QogIMqOmvZ
3679,"Vejam minha TL e ajudem ao povo a evitar a DENGUE a ZIKA  o mosquito a formiga , é simples é repelente de pescador . é barato e fácil fazer"
3680,"ouvi  que se pega o zica virus atraves de um mosquito infectado, infectado do que? penso que o pessoal da fio cruz sabe de algo, não é ?"
3681,Saiba como a gestante deve se proteger do Zika Vírus https://t.co/51XrtdBXov
3682,Grávidas: Veja cinco dicas para se proteger do vírus zika https://t.co/ikGk8CAsAy
3683,Engraçado como a zika começou a aparecer depois que começaram a soltar mosquitos modificados geneticamente em laboratório.
3684,chega um mosquito perto de mim já acho que vou pegar zika
3685,Sabe o dinheiro que faltou para combater o mosquito da Zica? Parte dele foi jogado pela janela hoje. #dia13 #ForaDilma
3686,parece que qualquer mosquito que pouse em mim é o tal zika
3687,"chega na mina e diz - mina, vc não é mosquito, mas é zica 👌 as mina pira no romantismo"
3688,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/K68RJNm04b #Zika: Água parada pra combater mosquito??? (Pirula #125)
3689,@liveforcamren eu to quase buscando esse mosquito pra picar ela pra ela ter zica mesmo. MUITO CHATA KKKKKKKKKKKKKKKKKKKKK
3690,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/iIlaG5hIUh #Zika: Água parada pra combater mosquito??? (Pirula #125)
3691,"Quer dizer que o mosquito transmite Dengue, Chikungunha e Zika? Tá bom... certo... sá mídia... rsrsrs..."
3692,"Fala da Anta '... pq se vc matar a larva do zika, o mosquito não viverá.'"
3693,"Concordamos com você. RT @dilmabr: Enquanto não desenvolvermos uma vacina contra o vírus zika, precisamos combater o mosquito. #ZikaZero"
3694,Ouso dizer que a maioria são idiotas que nao limparam os criadoros do mosquito e foram atingidos pelo zika vírus. https://t.co/iTWHcJkb6g
3695,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/hSwMimRMZd #Zika: Água parada pra combater mosquito??? (Pirula #125)
3696,Livrando  o 'dimenor' do mosquito da #zika https://t.co/kemKDybhkp
3697,Imaginando a semana do carnaval! Esse BBB vai ser entregue aos mosquitos! Vai dá muita zika
3698,brother esses dias um mosquito da dengue chegou a me morder e pelo jeito n peguei zika etc KKKK
3699,"@reinaldoazevedo @VEJA. A Dilma falou que tem o mosquito zika, e que infecta a pessoa, porque deposita os ovinhos com a doença.  'Dilmes'!"
3700,"Leia no #RadarNews Unicef pede R$ 35,5 milhões para proteger mulheres e crianças do zika v… https://t.co/wAShB8RIzn https://t.co/8KjC62oEsn"
3701,"Tem tanto mosquito no quarto, que é capaz de eu pegar dengue, Chikungunya e Zika ao mesmo tempo."
3702,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/JWZlDP3Z7c #Zika: Água parada pra combater mosquito??? (Pirula #125)
3703,@amandandrighi aeris egipte é mosquito da dengue monamu Zika vírus é o chavão
3704,@amandandrighi o que eu quis dizer foi: aeris egipte = mosquito da dengue Chavão = zika vírus
3705,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/2SMXFwZ5mk #Zika: Água parada pra combater mosquito??? (Pirula #125)
3706,"@brun_us tipo, a gravida tem Zica e não sabem, vários mosquitos se alimentam dela e transmitem a outras"
3707,imagina eu sou picado pelo mosquito zika ai eu vou no hospital e o medico é o bin laden e ele me cura me dando um mizuno e um juliet!!
3708,Pensava que Zica só era transmitida pela picadura do mosquito Agora estão dizendo que pode ser transmitida  por pica-- em relação sexual
3709,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta -  https://t.co/V7ghPvN9lc https://t.co/O7OXwnkDBd"
3710,tem um mosquito zika virus aqi
3711,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/YZpA167T0d #Zika: Água parada pra combater mosquito??? (Pirula #125)
3712,Descobriram que o zikavirus é sexualmente transmitido e eu to curioso pra saber quem transou com os mosquito pra descobrir isso
3713,tocar sem querer na inimiga e que nem pegar zika sem você perceber o mosquito te picando
3714,imagina se existe um mosquito q te pica e vc vira hetero cruzes q horro prefiro o zika vírus mesmo
3715,@dilmabr todos combatendo o mosquito zika! #mosquitozika
3716,Adicionei um vídeo a uma playlist @YouTube https://t.co/PWGGM2a2Z0: Água parada pra combater mosquito??? (Pirula #125)
3717,@xicosa uma alienada que nada sabe? que sem assessores chama o mosquito de zica e fala que a doença vem dos ovos do mosquito?
3718,@anamariafviana Vi na CBN falando de um site do governo q aparece mosquitos e o ponteiro do mouse vira alguma coisa q mata o mosquito. #Zica
3719,Gostei de um vídeo @YouTube de @stillspeakinout https://t.co/BcRpVclaks MOSQUITO É O C@#%*! Zika virus® foi patenteado pela
3720,Viu gente? RT @zambininha: pessoal enqto houver lavras do misquito zika esta proibido xingos ao pt exceto for xingadinha leve construtiva
3721,"Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta Leia: https://t.co/Svr16BrSJK https://t.co/3ccEzzSbLa"
3722,Hackearam o site oficial da república com mosquitos transmissores do zica huehuehuehue https://t.co/lhC2Pi4KjA https://t.co/lKmQnoLBVC
3723,Gostei de um vídeo @YouTube https://t.co/fSIHIuTfDr 233 ZIKA MOSQUITOS INOCENTES
3724,Deu zika: mosquitos invadiram até o site oficial do Governo - https://t.co/NmFqxGWrKz É que os mosquitos gostam de águas paradas.
3725,Gostei de um vídeo @YouTube de @talvanesaraujo https://t.co/0AVbn4vrGR MosquitoTransgênico - Zika e Microcefalia - Qual a Relação?
3726,Achar que o zika vírus é apenas um mosquito kkkkk https://t.co/CElo1Im7qB
3727,Falando de Dengue e Zika ontem e descubro que meu amigo está Zikado! O mosquito é poderoso #XôDengueZikaNão
3728,"'Faremos tudo para proteger mães e futuras mamães do zika vírus', garante presidenta @dilmabr - https://t.co/GDzgTQUqMI"
3729,tem mto mosquito aqui no meu quarto tô com medo de pegar essa zika
3730,fala galera pra nao contrair o zika virus via relação sexual vamos exterminar o mosquito transmissor penis longo
3731,"Publiquei 12 fotos no Facebook no álbum 'Dengue, Chikungunya e Zika Vírus - Megaoperação contra o mosquito' https://t.co/NJaR931J5O"
3732,@samara7days canalhice independente do mosquito. Esses daí só arranjaram a zika como desculpa pra ser fdp
3733,"Imaginem se o Aécio fosse presidente.  Já seria o presida-Zica, AécioZica, Aécio Rei da Zika, Aécio Zikão, Aedes Neves, Mosquitão Nervoso"
3734,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/UgdAMTnsNr #Zika: Água parada pra combater mosquito??? (Pirula #125)
3735,"#forçasarmadas combatem mosquito transmissor de #zika, #dengue e #chikungunya #CECOMSEx #OMS. https://t.co/nKY9U6HBob"
3736,Matei o mosquito e deu zika
3737,"Cadê a irreverência do brasileiro, não vão fazer nesse carnaval o melô do mosquito, a dança do zika, o Chico Gunha?"
3738,Quero só ver no carnaval como isso vai espalhar pois como diz o texto '...se um mosquito que não tem o Zika vírus... https://t.co/vkTPQH2S9Y
3739,@remuly mas veja você que golpe do destino o homem zika agora pode ser usado para encontrar focos do mosquito
3740,"queria saber a posição deles sobre o surto dos mosquitos transmissores da dengue e zika. Como sou masoquista, irei procurar."
3741,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/tIVFIl7iVd #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3742,"@letraslimitadas @cunha_edison O BR é o maior exportador do Zica, a mulher cortou 50% das verbas da campanha q combatia o mosquito AEDES!!!"
3743,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/s4JOCiqqMR #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3744,"Moro em apto de condomínio, quase não tem mosquito, vim passar 2 dias na casa do meu pai e já to psica do mosquito com medo de zika 😩"
3745,@atravessare mosquitos geneticamente modificados produziriam a necessidade de vacinas https://t.co/2BDet9pjZr
3746,Da origem do #Zica ao mosquito da Intrexon/Oxitec. 'How Zika Virus Can Spread' https://t.co/sC9MAuPARC via @newyorker @ingridtherwath
3747,@eunaousoroupas Doença transmitida por mosquito: Zika pode estar ligada a lesões neurológicas além de microcef... https://t.co/w7c5QiYV7O
3748,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/wH0z4Enz6K #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3749,Cheguei em Balneário e a única coisa que eu não espero fazer é transar com mosquito pra evitar pegar esse tal do Zica vírus.
3750,"deixa eu admitir pra vcs que eu baixei 2 funks no pc, acho que fui picada pelo mosquito do zika vírus"
3751,"olha é tanto mosquito me pikando que já to imune a chikungunya, zika e dengue"
3752,"Fique atento ao Zika, conheça os sintomas, ajude a combater o mosquito! #RScontraAedes https://t.co/24DqCqpyZH"
3753,"Chegou a hora de combater o mosquito da dengue, zica e cjikungunya. Faça sua parte!... https://t.co/f5AQzGyjir"
3754,"Parece até que to com zica, mta marquinha vermelha de picada de mosquito kkkk"
3755,parei pra pensar e cheguei a conclusão que ate o mosquito da dengue é zika
3756,Conhece algum foco do mosquito #AedesAegypti ? Denuncie: https://t.co/hjJFvNIkkR #ZikaVírus #Zika #RSContraAedes @SES_RS @dab_sesab
3757,Gostei de um vídeo @YouTube de @ninnjanoob https://t.co/XKJ0UzONob Plague Inc: Evolved ☯ DENGUE!!! FUI DERROTADO!?! (MOSQUITO ZIKA
3758,Passei o fim de semana todo passando mal por causa dessa praga desgraçada que chamam de mosquito. Já tive zika e dessa vez foi dengue
3759,"Gostei de um vídeo @YouTube de @lojatemtudo1 https://t.co/p9qgNJy6rF como e um mosquito da dengue, zika virus, aeds egipte,"
3760,Quero vê-lo voar nas pistas do Estádio Olimpico do Rio. ⚡ Bolt não teme mosquito da zika: 'sou mais rápido'  https://t.co/veYvGKnJLP
3761,"Mata inseto elétrico ClearPassage.  Elimina o mosquito da dengue, zika, chikungunya, malária… https://t.co/h5r0sMS7rv"
3762,Gostei de um vídeo @YouTube https://t.co/a4YwfGIEeL os mosquitos | Zika | Cartoon Network
3763,"Parece que minha perna ta com zika virus, cheia de mordida de mosquito kkkkkk"
3764,Tem um mosquito vai q eu pegue zika
3765,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/cpRkH8pGP9 #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3766,"@albuquerquejr filhos de quem no mst? Alguém que nao sabe se zika é vírus ou mosquito,se preocupa com o quê?"
3767,Tem tanto mosquito me picando q daqui a pouco vou pegar zika virus
3768,"Hj eu pego zika virus, os mosquitos tao fazendo a festa em mim hj kkkkkkkk"
3769,mó medo de ser picada por um mosquito e fica zika
3770,Mudei pra sp e fui mordido pelo mosquito do zica vírus... Pq o tanto de funk que tem no meu celular é só por Deus
3771,q vontade de sair matando todo mundo... vou matar mosquito bom q acabo com a zica
3772,tem um mosquito aqui gente e agora sai zika
3773,"Cheguei em casa e a janela do meu quarto tava aberta ainda e tem muito mosquito aqui, hoje eu vou virar zika"
3774,Matar mosquitos com Zika pode destruir toda uma cadeia alimentar:   Processo de exterminação do mosquito porta... https://t.co/TqGQyxbmxS
3775,Gostei de um vídeo @YouTube de @pirulla25 https://t.co/mPNpyPrMEF #Zika: Água parada pra combater mosquito??? (#Pirula 125)
3776,Tem cerca de 147 picadas de mosquito pelo meu corpo é inadmissível que nenhuma delas tenha zika virus ou dengue
3777,Chocada com essas histórias da zica... Esse mosquito é meio sinistro 😳
3778,"Combater o mosquito Aedes aegypti, transmissor da dengue, do zika vírus e da chikungunya, é responsabilidade de... https://t.co/Va220JD7yU"
3779,"preoculpada com o mosquito zica, tive uma grande ideia que vai salvar muita gente.. quero falar com as autoridades"
3780,"'E esses repelente, protege o mosquito zika?'"
