,tweets_pronouns
2924,Minhas perna já foram picada por tanto mosquito aqui na biblioteca que já peguei chicungunha em uma e zika na outra (microcefalia no joelho)
2925,toda vez que eu vejo um mosquito agora eu penso que ele vai me picar e eu vou ter zica
2926,'imagina esse mosquito zika me pica.. nasce a criança com o olho azul e uma cabecinha' HAHAHAHAHAHAHAHSH minha mãe ta q ta
2927,Cada picada de mosquito q recebo é uma oração pra eu não pegar zika
2928,"Qnd percebo que tem um mosquito em mim já penso ' MEU DEUS . MEU DEEEEUS. É ZICA, AI MEU DEUS ' Dps fico tranquila dnv"
2929,@claudia_carla tomara meu anjo to com a Zica o mosquito me pegou
2930,"ontem eu peguei um mosquito da dengue/zika me picando, já tô esperando os primeiro sintomas"
2931,"minha mãe falou assim ' nesse carnal vai passa bastante gente com zica, e mt mosquito' cruz credo !!"
2932,Gostei de um vídeo @YouTube https://t.co/JPJ4bhiqC3 Pingos nos Is: Dilma comete gafe e inventa 'mosquito Zika'
2933,Estou rodeada de mosquitos da dengue/zika/chicungunha se eu morrer ja sabe
2934,A diferença que os estados unidos tem presidente de verdade nos temos esta anta que esperou a zika espalha para combate o mosquito
2935,"@jornalnacional NA EXTINÇÃO DA RAÇA HUMANA, NÃO VÃO SOBREVIVER OS MAIS APTOS, MAS OS ZIKA, OS MOSQUITOS E MIL PESTES QUE A CIÊNCIA NOS CRIOU"
2936,O Zika Vírus vai disseminar  no carnaval  e nos jogos olímpicos e o governo do PT não é capaz  nem de matar mosquito  imagina o resto
2937,to todo empelotado por causa de mosquito eu vou pegar zika
2938,"Falando em pernilongo, mosquito e essas coisas eu acordei com mensagem da tim falando de zika vírus e dengue 😐"
2939,Eu fui picada por tanto mosquito hoje que eu espero não estar com zika ou dengue
2940,"No meu WhatsApp não tem o mosquito transmissor aedes aegypti, vc não vai contrair a zika nem a chikungunya, podem me chamar 021 994267290"
2941,"Um mosquito acabou de me picar, tô tensa vai q é o da zika dengue sla"
2942,no banheiro tem um monte de mosquito mas ai eu tenho medo de matar e pegar zica sei la eu sou paranoica
2943,Peguei um mosquito me passando Zika . Só tapa diferente . Matei o mizeravi
2944,@Estadao só eu que percebi que essa tal de zika e chikungunya surgiu apos soltarem mosquitos geneticamente mudado para combater a dengue?
2945,Meu corpo tá parecendo um jogo de ligue os pontos de tantas picadas de mosquito. Não sei como ainda n peguei dengue/chikungunya/zika.
2946,Cara tem um mosquito de 10cm no meu quarto . . . . . . . . . . . . . . . . . . . . . . Se eu n for p aula segunda pode sabe q eu to com zica
2947,"O mosquito é zika, mas o nosso ídolo é zico"
2948,Tô impressionado com a quantidade de pessoas que tão com zika. Nossa gente!!!  precisamos ELIMINAR esse mosquito
2949,Minha mãe com essa coisa de zika vírus não aguenta ver um mosquito que quer matar #OverdoseDeAmor AssistaOverdoseDeAmor
2950,"1x0 Larissa u.u perdeu mosquito, nao será hoje q eu vou ficar com Zika u.u kk https://t.co/jtJNxFWGMd"
2951,@mardoida um menage na minha cama. Eu o mosquito e o zika
2952,acabo d ser picada por um misquito conswgui sentir a Zika entrando  agora eu nao escapo !
2953,Se eu não pegar zika hj eu não pego nunca mais 😂😂😂 pqp mt mosquito veado
2954,impossível nao ficar com zika vírus olha quando mosquito me chupando
2955,tem um mosquito da zika me mordendo muito
2956,"todo mundo na minha cidade com zika, inclusive meus irmãos e até agora eu nada, eu te pergunto mosquito https://t.co/95oMrZlRNm"
2957,"To numa fase que qualquer picada de mosquito que eu levo eu já acho que to com zika, chikungunya, os caralho a quatro"
2958,gente todo dia esse cara me adiciona na lista de zika virus to com medo sera que ele vai me enviar varios mosquitos? https://t.co/I7pwb8a3qa
2959,como se já não bastasse o zika ter me picado esses mosquitos normais ainda vem encher a porra meu sacoME DEIXEM
2960,"Eu sou tao sortuda q se eu fico resfriada  acham q eu to com gripw A, se eu caio, acham q eu quebrei o joelho, um mosquito me picou, é zika"
2961,eu juro que eu matei um mosquito zika virus
2962,"Com zika, H1N1 e Chicugunya sendo transmitido pelo mesmo mosquito, difícil saber o que eu tenho."
2963,eu matando mosquito do zika #SuperStar https://t.co/W339dyaFa7
2964,"com esse negócio da zika, todo incomodo que eu sinto já acho que é mosquito. To ficando panóica com isso"
2965,Se eu pegar zika vai ser por causa da noite das gurias q MEU DEUS QNT MOSQUITO
2966,Passei a tarde numa rede no meio do mato cheio de mosquito querendo me passar zika dengue chico cunha mas não conseguiram pois sou vencedor
2967,@fifthpwrpose o mosquito pode até querer ser zika mas enquanto ele foi compra fubá eu já fiz o bolo
2968,"minha disse pra eu rezar pra não ficar com  zica, eu disse que Deus não pode impedir o livro arbítrio do mosquito"
2969,"'pela minha mae, meu pai, meu papagaio, meu cachorro, meu piriquito, pelo mosquito da dengue, pelo povo, pela zika, eu voto sim'"
2970,"Pela minha família,meu cachorro,meu gato,meu papagaio,meu rato,minha aranha,meu mosquito da dengue,meu zica,e etc eu voto... #ImpeachmentDay"
2971,- Pelos meus sobrinhos - Pelos meus cachorros - Pelos meus piriquitos - Pelos mosquitos da dengue - Pelo zika vírus - Pelo papa Francisco
2972,todo mosquisto que chega perto de mim eu ja fico paranoica com isso de dengue zika chikungunya
2973,"to toda picada de mosquito, prevejo eu com zika"
2974,"Tava lá na cozinha aí a sogra me chamou pra pergunta se o mosquito q tava no quarto era aquele zica, kkkkkkk, a gnt riu p caramba"
2975,to o mosquito que eu olho eu fico achando que é o zika vírus! socorro!
2976,Tive zika no carnaval e ainda dói meu joelho que bostaaa de mosquito
2977,"A zica me pegou. Só que o mosquito mal sabia que morreria com o meu veneno, mas eu não, to em pezinho, não foi dessa vez mosquito."
2978,se eu fosse algum bixinho queria ser o mosquito da dengue ia ser zika
2979,"Eu olho aqueles mosquitos da UFES e só penso em zika, chico cunha (n sei escrever) e dengue"
2980,Acho que caiu um mosquito com zika na nossa bebida do fim de semana pq ja eh segunda e tá todo mundo doente
2981,"Eu não sei nem diferenciar um pernilongo do mosquito da dengue, imagine diferenciar o zika dos coleguinhas dele"
2982,Os mosquitos passam o dia inteiro me picando e eu não tenho nada explica essa zika vírus
2983,baixando avast pra eu proteger meu computador do zica virus
2984,"Eu to com um toc de mosquito, fico passando repelente e mate inseto o tempo todo, deuzolivre pegar um zika e passar p @"
2985,@onenouisthing nunca olha ta muito calor acho que peguei zica de tanto mosquito que já me pegou hoje Jesus
2986,"Acho que caiu um mosquito com zika na nossa bebida do find semana, porque já é terça e tá todo mudo doente ainda 👌🏻😒🤒🤕"
2987,tava tentando dormir mas apareceu um mosquito no meu quarto  jornada mata mosquito pq vai q é zika
2988,Um mosquito me morde ja fico desesperada achando que eh o aedes virado no capeta querendo me passar zika vírus Chico Cunha
2989,qlqr mosquito que me pica eu já acho que é zika vírus
2990,"E um mosquito me mordeu bem na testa, to rezando pra n ser zika vírus"
2991,"Querido mosquito,sabia que você já tinha me picado e eu já tinha tido zika? Favor ir picar em outro lugar e em outra pessoa"
2992,são nem 10 horas e eu ja devo ter pego zika chiku dengue de tanto mosquito q me picou
2993,o zika vírus me pegou tentei escapar não consegui nas garras daquele mosquitão sem querer eu me prendi
2994,"Crl essa zica ta me matando ,que odeio desse mosquito 😡😡"
2995,"meu corpo ta doendo muito, acho que peguei zika mosquito fdp"
2996,@thisishowwedu um mosquito que queria me passar zika
2997,Acho que o mosquito da zica me picou
2998,@ANAgovbr @UNESCOBrasil Este produto (LARANJA) mata mato esta causando mutação genética nos mosquitos que causam a Zica índios da ..
2999,"Pra mim não existe mais pernilongo, é tudo mosquito da dengue ou zika"
3000,"Tem tanto mosquito no cegoe que eu acho que em meia horinha da pra pegar zica, dengue, chikunguahshsia, ebola e etc"
3001,essa mão cheia de mosquito que vcs usa de propaganda do zika me da tanta aflicao
3002,Hoje eu saio daqui com zika vírus Porq esses mosquitos tão cá porra
3003,Aparece uma mordida de mosquito em mim já penso que é uma dengue/Zika vírus
3004,"Não sei como vocês conseguem pegar zika assim, oq eu levo de picada de mosquito lá na guarda não é brincadeira não"
3005,espero que desses 300 mosquitos que pousaram no meu braço nehum seja o Zika vírus
3006,"Dps que minha vó pegou zika, ela vê um mosquito voando, sai batendo em tudo"
3007,gente um mosquito mordeu minha perna ta doendo demais!!!!! acho que peguei zika
3008,Um mosquito me picou aqui  já fico neura já tô achando que tô com zica  zica part 2
3009,Esses mosquitos da zika quer fica picando os outros i q saco...
3010,"Dispositivo criado por três brasileiros vence concurso de inovação, realizado nos EUA,  para combater mosquito zika https://t.co/mjqFl0IExU"
3011,"A mãe no verão é loca d medo do zica e qualquer mosquito, compra mil repelentes. Já no inverno é álcool em gel por tudo, com medo da gripe 😂"
3012,vim do futuro pra dizer q amanhã será um dia desgraçado já q até agora não consegui dorme pois 1658 mosquitos de zika devem ter me picado
3013,Repelente contra o mosquito do zika vírus custa até 79% mais caro nos sites  https://t.co/e92QynMAhH https://t.co/RSMOQxt50u
3014,Cada vez que eu mato um mosquito me sinto fazendo um bem pra humanidade. JÁ PENSOU SE ACABEI DE SALVAR ALGUÉM DA DENGUE/ZIKA
3015,"Se eu não pegar dengue, zika ou chykungunya eu tenho o sangue diferenciado, tem muito mosquito por aqui, tá louco."
3016,[20h34 29/04/2016] viadin ♥: Deu aquela doença do mosquito em mim [20h35 29/04/2016] fabrinny: zika ou chico cunha?😹
3017,Mosquito fdp me picou espero que tu não seja o zika pq se n o bgl vai ficar louco pra mim
3018,"Por conta desse monte de doença, toda vez que um mosquito me pica eu acho que tenho dengue ou zika"
3019,"algum mosquito me mordeu, espero q n seja a zika"
3020,'o hulk magrelinho é o mosquito do zika virus' - minha mãe #LubaELiraNoLegendarios
3021,"To na casa do meu pai é tanto mosquito que posso escolher: Zika, dengue, chicungunya..."
3022,@MARKMYRAUHL querida já nasci zika pra q o treco do mosquito quer me picar se eu sou o próprio vírus
3023,O Mosquito 'Zika' Já deu á costa portuguesa!!! CUIDADO MINHA GENTXIIII!!! https://t.co/97uGAnfmd7
3024,Tinha pousado um mosquito no meu hambúrguer e dps saiu  Se for de zika  Pelo menos peguei zika bem alimentada
3025,"Mosquito fdputa que me picou, zika dos infernos"
3026,"ai meu primo olha pra mim 'marthinha, lembre-se: se o mosquito n pica, tchau Zica!' eu to rindo tanto mas tanto"
3027,eu to rindo eu ensinei como se proteger do chicho cunha e zika virus no meu snap vem ver gente: lucostoso 👽
3028,To com zika. Só queria dizer que é triste de todas as pessoas e um mosquito me pega.
3029,"Eu ainda tenho trabalho pra fazer sobre o 'mosquito zika virus', como dia minha coordenadora...."
3030,@dylanbrioen @coupstan eu levei picada essa semana de mosquito dai tao achando que to com zika ou denguemas tomara q seja virose
3031,ja era pra eu ter pegado dengue zika virus e chikungunya de tanto mosquito preto e branco que tem aqui em casa
3032,"Pode me morder mosquito, so que não vem nao zica, pf"
3033,"A miga em Montreal e eu aqui suando todo, sendo comido pelos mosquito e rezando pra não pega Zika"
3034,Se eu contar pra vocês que eu morro de calor mas não abro a janela depois das 18 com medo do mosquito do zica
3035,'Zika vírus passa até pelo beijo' Eu acho impossível beijar um mosquito.
3036,"Meu Whats ta tão parado que daqui a pouco bate a vigilância sanitária querendo ver se não tem mosquito da dengue, o zika e etc... 😑😑😑"
3037,Meu wpp ta tão parado que daqui a pouco o mosquito do Zika virus chega
3038,toda vez que um mosquito me pica o cu trema com medo de ser a zika
3039,"Matei o mosquito, ele ia me passar zika vírus se eu não fizesse isso"
3040,"Com esse bglh de zika, qualquer mosquito que mal posa em cima de mim eu já sinto câimbra, a língua fica roxa, começo a suar, chamo minha Mãe"
3041,"toda vez que um mosquito me pica eu já penso que tô com dengue, zika, chikungunia sei lá o que"
3042,"A Louyse ta com dengue e gaby com zika, esses mosquitos se aproveitando das minhas miga mano q bosta"
3043,"Tem um mosquito me mordendo, se eu morrer é dengue ou zika"
3044,bem capaz que eu pegue zika com a quantidade de mosquito que tem aqui em teteu
3045,"Os mosquitos me atacaram seriamente durante a madrugada, acho que vou pegar dengue, zika e chikungunya tudo de uma vez só"
3046,"Domingo eu fui na beira do rio e mal fiquei no mato e to com umas 20 picadas de mosquito que não param de coçar, será que é o zika? 🆘"
3047,"Zika, dengue e chikungunya: baixe apps ajudam a combater o mosquito: Aplicativos de celular – para Android e i... https://t.co/wxVYq2r71h"
3048,"@Estadao Então,agora, me sinto muito melhor! Quando o mosquito morder só tenho que separar o Efeito Anti Inflamatório do Zica."
3049,se eu nao peguei zika dengue ou chico cunha hj não pego mais o tanto de mosquito q me comeu hj minha perna ta carne viva
3050,Será que o mosquito que me passou Zika Virus pegou Zuca Virus? Fica aí a dúvida...
3051,"to aqui me embrenhando nos matos e morrendo de medo dos mosquito do zica, não se pode confiar nessa unb abandonada"
3052,Um mosquito me picou e com q sorte que eu to provavelmente peguei ZIKA
3053,chega um mosquito perto de mim e eu já penso em zika
3054,Chegou para testar: A nutripele me enviou o repelente contra o mosquito da Dengue e Zika Vírus e… https://t.co/o10bCE7Xfz
3055,todo mosquito q chega perto de mim ja penso que é os zika virus to ficando neurótico com isso alguém me ajuda
3056,"Apresentei nossa campanha contra o mosquito Aedes aegypti, causador da dengue e da zika. Unidos podemos combatê-lo. https://t.co/EkDnhmRlQ9"
3057,"OI @minsaude se eu engolir sem querer um mosquito aedes aegypti, eu pego zica?...."
3058,"Um mosquito acabou de me picar, sinceramente, espero que não seja zika"
3059,Toda vez q aparece uma picada de mosquito em mim já penso 'Ah pqp é Zika'
3060,Qualquer mosquito que eu vejo já acho que é zika vírus 😂
3061,"mano, eu to tão cheio de picada de mosquito que só não peguei zika pela graça divina"
3062,"Algum mosquito me deu duas mordidas, tomara que nao seja o da zica, se não fudeu!!"
3063,Aqurle mosquito é preto e branco ne Se for eu ja to com dengue/chico cunha/zika
3064,"Junto com zika o mosquito me passou uma lombriga, uma tênia, porque ando com uma fome do caralho"
3065,"Só sei que quero e espero que esse zika vírus, e tudo de ruim que esses mosquitos puderem me causar, fiquem bem longe de mim, affz."
3066,"E cada mosquito que morde nós, sei nem como nos num pegou Zica vírus ou a outra la..✋😂"
3067,"Porra, todo mundo aqui em casa tá com zika. Dermilivre, na semana de provas esse mosquito não pode nem sonhar em chegar perto de mim."
3068,"Esse mosquito tá foda! Logo na semana de prova, eu estou com zika. 😒😓"
3069,quando meu primo acha um mosquito perto dele ele diz : É ZIKA!!!!!!!!!!!!!!!!!!!!!!!  e bate no mosquito  KKKKKKKKKKKK
3070,"Se algum desses 82738282 mosquitos for de zika, dengue, ou chico Cunha.. Eu já peguei tudo pq eles tão me sugando aqui"
3071,"@natnunest Só se vc não tiver c zika, se tu tiver c zika, eu n quero pegar esse troço não, vai q o mosquito me pica"
3072,Não to afim d passar o fds cm Zika então mosquitos parem de me picar
3073,"To com uma impressão que o mosquito zika ta na minha volta. (Não é zueira, é o bixo mesmo, igualzinho) medo"
3074,Tem como pegar zika duas vezes??? Tem uns mosquitos aqui tonteando e eu to c trauma
3075,todo mosquito que passa sobre mim eu ja acho que eh o da dengue chikungunya e zika to ficando loca
3076,"tá cheio de mosquito aq nesse inferno, se eu pegar um zika vírus vou ficar boladona"
3077,Este mosquito me paga !!   Sério vamos tomar bastante cuidado!! Zica dengue e chicungunha.
3078,"Não sei o q esses mosquitos ver em mim ,me deixa em paz zika"
3079,"Qnd flagro um mosquito me picando, oro p n ser esses zica, chicungunha, aedes mandado 🦂🙏"
3080,"Para conter avanço de Zika, força-tarefa do governo intensifica ações de combate ao mosquito nos municípios de Rondô https://t.co/C8rXTRpp1X"
3081,"Profª Lidiane e o nosso mosquitão! Esse a gente ama, mas o de verdade a gente #combate! #dengue #chikungunya #zika https://t.co/1nUOFbWKKJ"
3082,hoje os mosquitos me chuparam tanto que se eu não peguei zika foi por pura sorte
3083,"Esse mosquito da zika, dengue etc... Está me chicoteando, não aguento mais trabalhar..."
3084,"'Não conheço um rico que pegou o Zika Vírus, eu não acredito nesse mosquito'  HOJE TÁ PUXADO."
3085,"Carai, tinha um mosquito aedes aegypti chycungunha dengue zika vírus no meu quarto."
3086,"Sim, eu acho que todo mosquito é um Zika Vírus"
3087,vou ter que ir trabalhar amanhã. Só de raiva vou desligar o ar e deixar todos os mosquitos me morderem pra passar zika em todo mundo
3088,"'Fecha essa janela Jean , vai entrar mosquito , ó o zika' essa minha mãe HSODHSIDHSKDJ"
3089,"Esse mosquito é mt safado,todo mundo ja pegou essa tal de zika  aqui em casa, agora  é minha vó tadinha"
3090,e os mosquitos tão aq me mordendo... se eu pegar zika virus a culpa é dele!
3091,imagina que daora o estado islâmico nos ataca com bombas e nós atacamos com o mosquito da zikavirus vamo vem quem se da melhor
3092,"Estado islâmico ameaçando o Brasil, mal eles sabem que nossos mosquitos são armados com chikungunya e zica vírus, vem q vem menozada!!"
3093,"Ja to com fobia a mosquito, tudo eu penso que é do zika"
3094,"todo mosquito que passa eu acho que é zika, inferno"
3095,"Eu vejo um mosquito perto de mim, já acho que vou pegar uma zica, dengue, essas porras aí"
3096,"Depois que começou esses negócio de zica ,'Chicocunha' e dengue quando um mosquito me pica"
3097,não aguento mais mosquito me picando se é pra me fazer ficar doente q bote logo dengue e zika de uma vez so
3098,"Fui jogar bola c os mlk, e eu tenho certeza q uns 3 saiu c dengue e 2 com zika vírus, muito mosquito, muito mesmo"
3099,"#SeOEstadoIslamicoAtacar o nosso defensor mosquito tb vai atacar eles com zika,chicungunha e dengue"
3100,"Tem um mosquito me coisando toda aqui, espero que eu não pegue dengue, zika, não tenho tempo pra isso"
3101,#SeOEstadoIslamicoAtacar eu vo solta meu exercito de mosquito da dengue chicungunha zika aguardem o novo lançamento https://t.co/dunwzM6Wh9
3102,Daí eu to de boa e do nada não to mais pq tem uns mosquito Zika do baile que me picou e eu fiquei bruxão
3103,"@beatriz_a minha casa é cheia de mosquito, aí teve um tempo que nao tinha NENHUM, e foi quando peguei zika"
3104,Um tanto de mosquito ta me picando acho q vou pegar zika virus preciso de um répelê
3105,"mano, eu to CHEIA DE PICADA DE MOSQUITO NAS PERNAS socorro to com medo de pegar dengue, chico cunha e zika ao mesmo tempo eu vo morrrer"
3106,"geral pegando zika/dengue maneee, tomara q esse mosquito filha da puta nao venha p cima de mim q eu dou um hadouken na cara dele"
3107,eu botei umas meias no meu braço tô derretendo NÃO VOU ME ENTREGAR AO MOSQUITO DA ZIKA
3108,"@kari_coronato ainda bem que são mosquitos que dão alergia. O da zica me picou, que merda que ele fez..."
3109,acabou de passar na tv além do mosquito zica etc agora tem o morcego raivoso  KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK EU TO RINDO SORRY #askbelieber
3110,@reinaldoazevedo @VEJA vc de novo na minha TL. Parece o Nosferatu. Só aparece à noite e mordendo até mosquito da zika. Af #GolpeAquiNãoPassa
3111,"Pessoal tá com medo do Estado Islâmico. Pessoal, temos o falsete da Melody, Valesca, Fofão, Zika, H1N1 e Wesley Safadão para nos proteger"
3112,não vou mentir antigamente quando me falavam 'zika vírus' eu já pensava no mosquito com uma juliet e com aqueles boné da quiksilver
3113,A de educação física fez barulho de mosquito e eu pensei 'é a zika'
3114,Mosquito é herança do capeta!!!!!!! Eva filha da puta fez adao comer a maca e agr eu tenho q lidar c zika dengue e afins
3115,@pedromellovp olha os mosquitos eu peguei zika qnd fui p ai
3116,"@theeusma1 rapaz os alemão tão com medo do zika, espero q o mosquito n zike minha delegação pq tem q dar alemanha"
3117,TRAD: O grande MEDO DO ZIKA é o maior factoide de todos os tempos. Eu não vi 1 mosquito e não ouvi falar de 1 pessoa que tenha ficado doente
3118,TRAD: Sobrevivendo ao zika no Rio! Bill matou esse mosquito no nosso apartamento. Nós o deixamos na parede pra ficar de aviso para os outros
3119,Qualquer mosquito que eu vejo já acho que é a zika
3120,@lvian_lima EU ESTAVA PENSANDO QUE ERA UM NOVINHO 100% SEDUÇÃO E ME APARECE ESSE MOSQUITO DA ZICA
3121,"nem eu sei diferenciar um mosquito Zika de um normal, e esses gringo acha q sabe  https://t.co/0yDnXCu3On"
3122,"-cara, um mosquito me picou  -que mosquito????  -acho que foi o da zika  -ahhh, ufa, já pensou se fosse o vírus do crossfit"
3123,@goncalorebelo97 porquê que me estás a melgar meu? Que eu saiba não sou o mosquito zika
3124,"eu todo dia, tem 5 pessoas com zica no prédio e aqui nunca teve mosquito  https://t.co/HwOZtBREse"
3125,bom aparentemente agora o mosquito do zika vírus  não vai mais nos incomodar https://t.co/Qrhjw6sSeT
3126,#SomosTodosMFSDV Quando eu escuto 'o mosquito que trasmite o Zika...' https://t.co/PuN096rziJ
3127,Se a Zika bombar no RS por causa de um mosquito que nasceu na minha casa porque estou enchendo os balde com água da chuva eu tô nem aí.
3128,"Vo dormir com as muriçoca me atacando msmo, nao sendo o mosquito zika nem o chicocunha, ta tranquilo ta favoravel"
3129,Claro que tão jogando a culpa do surto de Zika nos mosquitos modificados. Isso não faz nenhum sentido. https://t.co/739WnLQBRV
3130,Mosquito encosta em mim e eu já acho que vou pegar zika
3131,"q palaaa, td mosquito q passa aki meu vô sai falando q é zika kkkkkkkkkkkkkkkkkk"
3132,"Um mosquito me pegou na perna. Torcendo pra não ser zica, dengue, chicunguya..."
3133,Algumas pessoas me perguntam como eliminar os mosquitos da zica e da dengue das suas vidas. Achei essa uma boa dica. https://t.co/0IIntR9dlv
3134,"To com Dengue, ou talvez Zika, sei lá. Seja o que for: a culpa é dos milhões de mosquitos que vivem na minha casa"
3135,"a nossa presidente é tão inteligente que disse que o o zika vírus é transmitido através da picada do MOSQUITO zika, vtnc anta."
3136,ninguem tira da minha cabeça que o #zica surgiu a partir da mutação do mosquito da #dengue criado em laboratório.
3137,@njoomx e vc me trata como um lixo um naruto um mosquito zika
3138,quando sinto um mosquito na minha pele ja fico toda coisa  ngm aqui quer pegar zika
3139,Cloro nos ralos do pátio ajudam a combater o mosquito? #ZikaVirus
3140,Que terror esse vírus zika! Temos que nos unir e combater seu avanço eliminando os focos dos mosquitos. #Fantástico
3141,"'O mosquito do virus zika é atraído por roupas escuras, preta' E eu que sou gótica???"
3142,Agr td mosquito q eu vejo acho é o zica virus
3143,"To c maior medo de pegar zika de novo, esses mosquitos se multiplicam Deus me livre"
3144,"De olho nos Jogos Olímpicos, Rio de Janeiro vai refor combate ao mosquito que transmite a dengue e o zika - Bra... https://t.co/8lW4F36Kcq"
3145,Já me morderam uns 5 zika vírus aqui PQP que de mosquitos 😣😣
3146,@lucsfer_ olha de onde saiu eu n sei so sei q to com zika e dengue ao emsmo tempo eu nunca vi isso por isso parabem aos mosquitos envolvidos
3147,To sentindo que eu vou pegar umas dessas doenças fdps de mosquito tipo zika no meu niver/carnaval meo deuzzzzz
3148,"to com uma coleção de mordidas de mosquito pela minha pele, minha mae ja ta achando q eu vou ficar com dengue/zika/chikungunya ela ta loca"
3149,"certeza que o mosquito que me picou tem dengue, zica, chicungunha (?) e outra doença nova pq se tem alguém que pode ter tudo isso, sou eu"
3150,"espero não ⭐️ com zika dnv, só hoje uns 10 mosquitos me morderam"
3151,Pra completar o dia fui mordida por 7483 mosquitos. Já to sentindo q o zica tá em mim
3152,um mosquito me picou agr deixou meu braço ate dormente cereza q era zika
3153,não to aguentando tanto mosquito!!!! se eu pegar zica já era
3154,"De olho nos Jogos Olímpicos, Rio de Janeiro vai refor combate ao mosquito que transmite a dengue e o zika https://t.co/jP9MArMRM7"
3155,"Vamos comemorar nossa presidentA que não sabe nem o que se passa no país, pq chama o mosquito aedes de mosquito zica"
3156,Já estou 1 hora esperando meu patrão abrir a loja.. Já devo ter pego até zika de tanto mosquito que tem nesse local
3157,"Nosso agente de saúde ensina como eliminar os focos do mosquito para você proteger a sua família da dengue, Zika... https://t.co/PvT2W3s3ZN"
3158,MOSQUITO ZICA @dilmabr ????? Vai estudar  minha senhora!!!!!
3159,vejo meus colegas retuitando e noticias do Zika e to pensando q a gente tem q ser mt tropical msm pra achar que picada de mosquito é de boas
3160,"Mas eu sabia que desta epidemia do zika vírus sairia o conselho: 'Mulheres, não engravidem' ao invés de tentarem eliminar o mosquito"
3161,"Todo mosquito que me pica eu já acho que vou pegar chicungunha, zica, dengue"
3162,"Várias vezes não notei mosquitos pousados em mim aqui no IF. Não posso pegar zika e nem dengue agr, pfvr 🙌🙌🙌"
3163,gnt nao da mais pra conviver nesse site eu nunca sei qnd vcs tao zuando e qnd tao falando serio tipo aquele mosquito zika
3164,"Deus deve me amar muito mesmo, pq o tanto de mosquito que já me mordeu, me admira que nenhum tenha sido um desses zica/dengue/chicungas aí"
3165,Mano todo mosquito que me morde eu ja penso que to com zica..
3166,Acho q fui picado pelo o mosquito q tá transmitindo a ZICA pois peguei a ZICA no meu bolso nunca mais entrou dinheiro... 😔😔😔😔
3167,"E pra completar, hj nos jornais dos EU e Europa estávamos em tds como foco do zika. Rio 2016 vai lotar... d mosquito https://t.co/a8wfqMRD1N"
3168,"Com essa onda de zika, tenho entrado em pânico quando algum mosquito me pica"
3169,"engraçado ver os gringo preocupado com o zika virus, eu aqui nem lembrava desse mosquito como sera q ele ta nunca mais ouvi falar miga"
3170,Nada demais. Eu fazia isso na bahia sempre por causa dos mosquitos e nem tinha nada de zika https://t.co/qipaITgfRQ
3171,Um jornalista sueco veio me perguntar se eu tinha medo de zika porque tinha muitos mosquitos no estádio.
3172,Ou eu pego dengue ou zika pq eu to ouvindo uns 30 mosquitos aqui
3173,toda vez que consigo matar um mosquito penso MENOS UM ZIKA VÍRUS PRO BRASIL DE NADA MEU PAÍS...
3174,as chinesas usando mosquiteiro pra se proteger do zika sou eu tentando proteger meu amor das outras pessoas
3175,"HEALTH: Climate change extending D.C. mosquito season, raising Zika specter: Climate change i... https://t.co/k8vNb1feSD #sustainability"
3176,as chinesa com o mosquiteiro na cama pra n pega zika  nois entra em festa sem ser convidado vc acha q os nosso mosquito n entra nisso?
3177,meu deus as mina usando redes contra mosquito com medo se pegar zika   a ignorância das pessoas é uma coisa incrível
3178,"Se eu estivesse em um país de terceiro mundo com um surto confirmado de dengue e zica, me protegeria tb. Você não!? https://t.co/hG8MGqeUGP"
3179,"I'm at Papelaria do Mosquito in Dom Pedrito, Rio Grande do Sul w/ @luanabueno47 @zika_bolado31 @__mileninhaa https://t.co/Eks73fOmCF"
3180,alguém tem que ir fantasiado zika nos jogo da seleção feminina dos eua e ficar atrás do gol da hope solo fazendo barulho de mosquito
3181,"Nao sei como nao peguei uma zika ainda, mosquito me ama"
3182,mano vsf to aq na sala os mosquito tao me devorando tomara q nehum seja zika
3183,milhoes de mosquitos me picaram ontem se eu pega zika já sei onde foi
3184,"Já to com dente doendo, alergia a medicamento e o homem me faz esperar ser levada pelos mosquitos da zika ao ar livre."
3185,Meu primo ta com ZIKA já chamou 30583952 palavrões com o mosquito transmissor.
3186,"Mosquito da dengue transmite zika, Eu devo ter sido picado quando nasci, pq vida zikada igual a minha n existe"
3187,"Gente mosquito da dengue tá vivendo entre nós há séculos, eu já peguei dengue, agora vem com essa parada de zika virus"
3188,"@GiocondaBrasil @valor_economico que perigo!  Na minha terra, muitos conhecidos tiveram Zika. Vamos combater esse mosquito infeliz."
3189,Isso de darem o nome 'zika' àquele mosquito só serviu pra estragar o meu vocabulário
3190,"Eu acho, eu achei, to achando.. .. foi culpa dos EUA, ou foi o mosquito ZIKA?  #ImpeachmentnaPAN"
3191,"Mosquitos adultos podem repassar Zika para sua prole, diz estudo nos EUA - https://t.co/q9mS9LfGwB #notícias"
3192,"Mosquito zika foi pousar na minha perna hoje,só que ele não sabia que sou mais zika (Matei ele)"
3193,A IMBECIL da minha prima matou um mosquito e falou que era o da dengue ou o da zika
3194,Um mosquito pousa em mim e eu já começo a sentir os sintomas da Zika
3195,como que eu peguei essa porra dessa zika se la https://t.co/vv2BxGQ2HS nem tem mosquito
3196,"Qualquer mosquito q me pika ,eu penso q é essa misera de Zica vírus"
