,tweets_pronouns
3197,Mano slk tem uns mosquito aqui e to me cagando de medo de ser um zika loko
3198,"Me han picado como 850 mosquitos, ojala no me de Zika."
3199,Meu cabelo faz cócegas em mim e eu já fico desesperada achando q é o mosquito da zica...
3200,zika virus é horrivel e preocupante mas com esse nome nao da pra levar a sério sério eu só penso num mosquito com aquele adidas centopeia
3201,matei o mosquito que tava me rondando vai que é zika
3202,"tô com uma hérnia, gripada e o mosquito da dengue-zika-chinku@/#?' acabou de pousar em mim. não preciso de outra doença agora, ó. que barra."
3203,Meu irmão me perguntando pq os filhos do mosquito que passa zika não nasce com microcefalia kakskkakaks
3204,Tarcio me zuando qual dos boys eu peguei o zika KKKKKKKKKKKKKKKKKKKKKKKKKKKKK Vei não é do mosquito?
3205,Vamos nos prevenir do Zika vírus e da microcefalia combatendo o mosquito da dengue. #CombateAoZika #Prevenção #Verao2016
3206,"depois q eu peguei zica, qlqr mosquito que se apossa do meu corpo eu fico em depressão achando q vou ta zicado dnv"
3207,Zika! Estão jogando inseticida ou anabolizante nos mosquitos?
3208,fui picado por um mosquito bom se tiver infectado com o zika vírus finalmente os me leva deus vão ser atendido
3209,"Eu devo ter o zika virus já pq meu, os mosquitos de Palhoça me amam, mesmo com o repelente infantil."
3210,Socorro tem um mosquito no meu quarto! Será que a Zika?! Sai pra lá  😂😂😂
3211,@g1 eu li mosquito fiquei tipo esse zika vírus é malvado mesmo hein viado
3212,"@ThaisGuimares94 não, era de uma foto que eu tinha colocado, to com zika, aquela do mosquito da dengue 😁"
3213,"De uma coisa eu tenho certeza, o mosquito que me contaminou com a zika, deve esta embriagada em algum lugar por... http://t.co/tloG7sbdaC"
3214,to com zika essa foi boa minha pele tá toda penicando e vermelha Jesus q mosquito da dengue eh a peste mesmo
3215,"Eu nem me preocuparia tanto com mosquitos, se eles não levassem consigo Dengue, Chikungunya, Zika.. Etc. Isso só o Aedes aegypti."
3216,Infelizmente o mosquito da tal Zica me pegou de jeito  #SabadoComDetremuraNoSdv
3217,"Nunca vi uma pessoa pra atrair tanto mosquito 👎. Foi dengue, agora é zika. Obrigada Aedes aegypti, por me amar tanto 😒🔫"
3218,"@fherondalw mas nao pega assim, eu peguei zica por causa do mosquito po"
3219,Se eu tiver com zika msm vo levar pra mim a missao de acabar com tds os mosquitos do mundo pqp
3220,Tô toda me coçando e várias bolinhas tipo mordida de mosquito... Será q é zica?
3221,Minha nova função como fã do JJCC: proteger o menino Zica de @DarthKid
3222,"eu queria fazer uma piada com o zika virus, mas aqui em casa as vezes aparece uns mosquitos, então é melhor nao"
3223,"levei uma picada de mosquito no uforia, se pegar zika ou chico cunha eu vou processar"
3224,acho que o mosquito da zica picou minha mae quando ela estava gravida por isso minha vida tá assim
3225,A situação está tão feia que eu sonhei de ontem para hoje que estava no quarto matando os mosquitos da dengue/zica e eram vários!
3226,comprei minha pasta de desenhos e veio um mosquito amassado em um dos saquinhos promoção compre uma pasta e ganhe um zika vírus de brinde
3227,"Um mosquito das perna branca, acabou de me picar.. Será qe é denguessss? Zica Virusssss"
3228,"Qualquer mosquito q chega perto de mim tenho medo, pq num quero pegar zika dnv, jamais"
3229,"To ficando zika já,de tanto mosquito me picando"
3230,Levando em conta as marcas de picada de mosquito que eu tenho com as chances de pegar zika concluo que:  to viva é por milagre
3231,"eu to começando a criar fobia de mosquito  esses caralho tão só dengue, zika..."
3232,"@FilipiWendel @Marlon_RdO eu n to nem encontrando mosquito do zica virus, ta dificil aq e vc encontrando meus pais hahhah"
3233,Let me go inside before a mosquito gives me freaking zika 😩😩😩
3234,"Depois dessa do zika e estupro, tô preferindo topar com mosquito que com homem na minha frente?"
3235,@inhdr_  foi o mosquito zika que me picou
3236,"@MsARhPos While I'm a Fog Baby Fog kinda guy, our mosquitos don't carry Zika. #TooFarNorth"
3237,@brianna_highum do misquotes carry Zika virus? I mean I know mosquitoes do.
3238,"Se eu ganhasse um real por cada picada de mosquito que tenho pelo corpo, hoje eu estaria indo pra Paris com zika."
3239,"eu e a minha vó cismamos que vamos comprar uma planta carnívora pra comer os mosquitos da casa e evitar dengue, zika e chikungunya"
3240,#2016quase2017 e eu peguei ZIKA e não RYCA. Os mosquitos me confundiram
3241,eu vejo um mosquito ja penso que é o zika virus slc
3242,Será que a mãe da Dilma foi picada pelo mosquito e teve Zika? Dilma precisa ser estudada...
3243,Tanta gente pro mosquito morder e ele tinha q morder logo eu.. Zika me pegou :(
3244,"Acho q to c #zica,vou matar todos os mosquitos q eu ver na minha frente,mosquito fdp"
3245,"Porra até o mosquito da dengue é #Zika e eu não, o Brasil tá foda...kkkk"
3246,"Nosso Natal tem que ser com ar condicionado no ultimo, arvore de natal de coqueiro, flocos de mosquito da dengue e agora de zika"
3247,"os mosquitos tão me mordendo to sentindo nada, só não posso pegar zica"
3248,"#dculpada  pelo mosquito da zika, pois nao fez nenhuma ,para combater ,  nordeste as mãe chora. fica gastado$ com mst  , com blogueiro"
3249,Quando vejo uma mosquito perto de mim já fico desesperada sai zica chico cunha deus me livra ter
3250,"'ONU oferece tecnologia nuclear contra vírus Zika' eu tenho medo dessas coisas, mas esse mosquito tb.. pense que peste"
3251,"Eu nao, tao matando tudo os mosquitos por causa do zika  https://t.co/CuViAIQVID"
3252,Vou sair dessa rede antes q eu pegue uma zika de tanto mosquito me comendo
3253,Um mosquito me picou pfvr Deus tomara que não seja zika
3254,"Eu não sabia que o Zika era um mosquito,pra mim ele sempre foi um vírus.Mas aquela que governa o nosso país disse... https://t.co/L4S2KeV1SG"
3255,"acho que eu to com zika/dengue,de vdd na minha casa tem mt mosquito aedes e claro eu já fui picada mtas vezes mas eu sempre procuro matar +"
3256,Matheus tá com zica. Dormi na casa dele e tomei banho de repelente pro mosquito não me picar
3257,"Luiz ta falando que eu passei zika pra minha mãe, não foi eu, foi o mosquito"
3258,eu sinceramente tô impressionada que ainda não peguei zika do jeito que eu atraio aquele mosquito
3259,"Esse é um aedes aegipt. Ou nas palavras da presidente, o mosquito Zica. Enfim, se eu ou… https://t.co/AiDNvgFmmo"
3260,"Eu acho q esse zika e fruto da tal vacina HPV e estao culpando o mosquito,esquerda nao presta.."
3261,"De olho nos Jogos Olímpicos, Rio de Janeiro vai refor combate ao mosquito que transmite a dengue e o zika:    ... https://t.co/0oHZkWbsxB"
3262,"@Griffen991 não, desse eu tento me proteger igual a Hope Solo tenta se proteger do Zika"
3263,@Kee_Uh Zika?? 😩😩 and mosquitos LOVEEEEEE my blood lol
3264,Cês viram a mãe de vocês falando que a doença é transmitida pelo mosquito zica? Ksksks #Dilmãe #É13 KD OS DILMETES AGORAR
3265,"Acho uma afronta esses mosquitos me atacando, eu já peguei zika, ta ótimo parte pra outro agora, pelo amor de Deus"
3266,Hello? Obama? We nós not go combater o mosquito Zika! Ok? You do not?! https://t.co/XkA4BK9Xsv
3267,Olha eu vou até sair colando minha foto 3x4 pela casa pra espanta os mosquito do zika vírus
3268,Eu sou tão lixo que se o mosquito zika vírus me picar ele que fica com microcefalia
3269,"Quanto ele vai levar do nosso suor?Olimpíadas da corrupção regada a mosquitos,é Zica não? https://t.co/XnB4AGCJQ2"
3270,"Agora todo mosquito que eu vejo, eu penso que é o da zika"
3271,"um mosquito me pica bate um desespero, já sinto a zika correr pelo meu sangue"
3272,o meu mat inset nao mata o  mosquito zika
3273,"com o tanto de mosquito que mordeu meu braço, se n pegar zika n pego nunca"
3274,"altos mosquitos chabon, zika is coming for me"
3275,os mosquitos tao me picando tanto que eu nao sou nem mais zika sou é pika das galaxias
3276,"não consigo dormir bem quando começo a pensar q pode ter mosquitos da zika me picando, ou aranhas andando em mim, ou 1000 ácaros em mim"
3277,"Tem tudo pra ser hoax, mas bem que eu queria ver uns dados sobre os efeitos dos mosquitos modificados da Oxitec. https://t.co/EQ8TFh3JiF"
3278,@JornalOGlobo . Carnaval não faz parte da minha cadeia alimentar. Pra mim é supérfluo. Cuidado com o mosquito transmissor zica é prioridade.
3279,"Sempre que vejo matérias sobre a doença Zika, nada me tira da cabeça que foi o mosquito modificado em laboratório que seu essa merda toda."
3280,todo mosquito que pousa em mim agora eu já acho que é o zika #askbelieber
3281,Eu digo à minha mãe que há um mosquito no quarto e ela diz-me para chamá-lo Zika ..
3282,Porra fui picada por mosquito. Eu que já ando com medo dessa merda do zica vírus 😒😒
3283,Ou o Zica cria super-mosquitos ou nossos vizinhos têm problemas de controle de mosquitos tão graves quanto nós.  https://t.co/lIuAQ6YVtW
3284,Definitivamente os mosquitos gostam do meu repelente. Tava sem usar desde a zika e ontem tomei um banho de 'off kids' e To toooooooda picada
3285,"Pqp tem uns mosquitos zika aqui me perseguindo, saaai coiso"
3286,"@Tsavkko sim, isso eu entendi. Mas minha conclusão foi: ok, esse mosquito não serve de nada, não reduz população de Aedes. E o zika nisso?"
3287,"@luaroc @Tsavkko na minha ignorância, a pior notícia dessa teoria seria uma mutação provocada no Zika a partir da introdução do mosquito GM"
3288,Hope no zikv mosquitos nuh bite me enuh
3289,"essa 'guerra' contra o mosquito do zika e chicoseilaoque, ta pior que a minha com as muriçoca daqui em casa."
3290,"Não podemos deixar o mosquito transmissor da #dengue, #zica e #chikungunya nos vencer. Essa luta é todos nós! https://t.co/NS1Z0P8Ffk"
3291,"Dilma descobriu um novo Vetor,  o Mosquito Zica. E de pensar que essa debiloide comanda nosso País."
3292,"Eu já vi uns 3 mosquitos tentando me picar só hoje, to começando a ficar com medo de pegar o zica vírus"
3293,"n preciso ser mordido pelo mosquito, zika eu ja nasci"
3294,Governo federal anunciou verba p/ combater zika.....Ai meu Deus!!!Da qui a pouco tem prefeito encomendando mosquito ...🐣
3295,"tem um mosquito no meu quarto, sera q é zika?"
3296,Se eu não pegar zika hoje nunca mais pego. Cheio de mosquito pqp
3297,"Minha mãe não pode ver um barulho de mosquito que sai com esse treco colocando na casa, e o medo do zika virus"
3298,"o mosquito me picou, espero que eu não tenha pegado zika, socorro   O Austin Mahone"
3299,"fui na costureira hoje, voltei cheia de mordida d mosquito, se eu tiver pegado zika juro q me mato"
3300,Minha mãe falando que a zika e a chicungunha são transmitidos pelo ar e não por um mosquito
3301,"Levei tanta picada de mosquito agora q se eu N pegar chicugunya, zika ou dengue me considerarei bastante sortuda"
3302,"Toda vez que mato um mosquito eu penso: Obrigado, Senhor, por esse livramento do Zika Vírus, Chikungunya, Dengue, Febre Amarela, ... Amém!"
3303,"Tem tanta picada de mosquito em mim que já to me sentindo com zika, dengue, chikungunya, a porra toda junto"
3304,Tem varios mosquitos querendo me passar zika socorro
3305,Matei três mosquitos aqui na mão (nois é macho msm). O que mais tenho que fazer pra elas pararem de tentar me passar zika virus?
3306,Mosquito passou zunindo no meu ouvido mas não se ligou na mão matadora indo em direção a ele. Acabou o reinado zika vírus
3307,Um mosquito me picou e já to sentindo o zika vírus dele nas minhas veias
3308,"desmarcaram os dois ensaios porque as modelos estão com zica, minha chefe tá tão puta que acho que vai matar os mosquitos da cidade toda"
3309,"Esse mosquito quer me picar, vou pegar zika"
3310,"Nossa mano, Minhas tias estão com chikungunya, meu primo com zika.. Que porra de mosquito é esse que tá derrubando todo mundo"
3311,"joyce é igual o mosquito da Dengue ,e ta me chamando de zika viruss ,aaahhh nãooooo kkkkkkkkkkkkkk"
3312,"geral pegando zica, Deus me live e me aguarde e a todos que tbm não foram contaminados por esse mosquito."
3313,"Não sei vocês, mas eu estou com maior cagaço desses mosquitos. Ficar com zika deve ser horrível."
3314,Meus dois filhos estão com zica ao mesmo tempo...como parar esse mosquito? Se cada um fizesse a sua parte ....
3315,Acho q o mosquito da zica me mordeu ..
3316,*Aula de Inglês* -Meu Deus eu to com medo de pegar o tio Chico e Zika pq eu inguli aqele mosquito Aecio Egípcio ~BN @Desenheira_Mih
3317,"com a quantidade de picada de mosquito que eu to pelo corpo, é bem provável que eu tenha dengue, zica ou chicu"
3318,Eu já odiava mosquito depois dessa zika então....  Que bichinho ridículo
3319,"que palhaçada é essa de estado islâmico ameaçar o brasil?? eu vou convocar os mosquitos e eles vão tudo morrer de zika, dengue e chico cunha"
3320,"qualquer mosquito que me pica agora eu já acho que to com dengue, zika vírus, chikungunya..."
3321,"estado islâmico vem com missil, bomba nos vamo retribuir e dar os vasinho de planta cheio de larva de mosquito com zika dengue e chicungunha"
3322,Pode vir Estado Islâmico nossos mosquitos Aedes Aegypti estão prontos pra nos defender kkkkk Zika Virus em vocês
3323,Todo mosquito que me pica eu acho que é zica! Muita neura
3324,"Achei duas marquinhas de picada de mosquito, gente eu não quero pegar dengue ou zika ou sla mais o que essas porra passa"
3325,"do jeito que esse mosquito ta me atacando, vo pegar aql zika virus"
3326,"Se o Estado Islâmico atacar nós, a gente solta os mosquito neles, aí vão morrer de dengue, chico cunha e zika vírus. Nossa arma mais forte!"
3327,Eu se fosse o Estado Islâmico nem vinha pro Brasil porque aqui tem o Zika Vírus. Eles acham que estão atacando mas na verdade é os mosquitos
3328,"Com tantas desordem no nosso Brasil, ate o mosquito da dengue tem nome de Zica kkk"
3329,"Cada mosquito que vejo saio correndo, vai que eu pego um zika virux aí"
3330,Para combater com o mosquito da dengue e Zica e acabar com a marginalidade na Rodovia Norte Sul minha nobre  https://t.co/Z52RmpePAs
3331,Desde q peguei zika eu deixo um cadáver de mosquito grudado na mesa de cabeceira assim os outros mosquitos não se aproximam
3332,"Mentira, ainda não limpei pq a zika não me deixa fazer esforço.  E tomara q os outros mosquitos não venham sedentos por vingança.  O__O"
3333,"Carol veio aq  hj só p fzr bagunça e dxr a janela do meu quarto aberta, agr tá cheia de mosquito, se eu pegar zika já sabe qm é a culpada"
3334,"Mano é tanta propaganda desse ZIKA, que qualquer mosquito que me pica, já rezo três Ave Maria com medo de ficar... https://t.co/bgCD1GKwNw"
3335,Tanto mosquito no meu quarto que já peguei zika vírus de 3 cores
3336,NOSSA EU PENSEI QUE O ZIKA VIRUS ERA O MOSQUITO DA DENGUE DE TENIS DE MIL E JULIETE
3337,um mosquito acabou de picar e nada tira da minha cabeça que eu to com zika
3338,Tem um mosquito na minha volta e não sei se é zika
3339,Não me surpreenderia se estivesse com zika vírus de tanto mosquito que têm aqui
3340,"rapa, se eu nao pegar zika sou abençoado... mosquito p diabo"
3341,"Acabei de matar um mosquito que poderia ser zica virus, olha quantas pessoas eu livrei da doença"
3342,"O galão de água está com larva de mosquito da dengue ,e não tem água do chuveiro!!! 99% pra eu pegar dengue de novo ou zika"
3343,um mosquito me mordeu será q dou sorte de ter sido um aedes eegypti e pegar dengue zika chikungunya e morrer??????
